@relation 'kyoto-train-99-1'

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute Label {A,N}

@data
0.021475,0.224444,0.53931,0.035714,1,0,0,0.98,0.95,0,0,0,N
0.000015,0.02,0.035172,0.083333,1,0,0,0.99,0.99,0.01,0,0,N
0.000013,0.020444,0.03,0.071429,1,0,0,1,1,0,0,0,N
0,0,0,0,0,0,0.5,0.03,0.03,1,0,0,N
0.00002,0.019111,0.034483,0.214286,1,0,0,0.19,0.98,0,0,0,N
0.032773,0.224444,0.53931,0.035714,1,0,0,0.98,0.99,0,0,0,N
0.000013,0.02,0.021034,0.059524,1,0,0,1,1,0,0,0,N
0.000017,0.029778,0.033793,0.02381,1,0,0,0,0.27,0,0,0,N
0.070081,0.231111,0.53931,0.011905,1,0,0,0.44,0.42,0,0,0,N
0.000031,0.021333,0.076552,0,0,0,0,0,0.19,0,0,0,N
0.057857,0.224444,0.53931,0.011905,1,0,0,0.97,0.96,0,0,0,N
0.019463,0.020444,0.015862,0.011905,1,0,0,0.02,0.02,0,0,0,N
0.000022,0.019556,0.036207,0.047619,1,0,0,0.99,0.99,0,0,0,N
0.000015,0.02,0.021034,0.059524,1,0,0.17,0.98,0.98,0,0,0,N
0.00002,0.016,0.017931,0.083333,1,0,0.12,0.59,1,0,0,0,N
0.000024,0.031111,0.038621,0,0,0,0,0,0.01,0,0,0,N
0.000013,0.018667,0.035862,0,0,0,0,0.5,0.52,0,0,0,N
0.000027,0.028444,0.036552,0.095238,1,0,0,0.98,0.98,0,0,0,N
0.000021,0.038667,0.044483,0,0,0,1,0,0.3,0,0,0,N
0,0,0,0.011905,1,1,0.4,0,0.01,0,0,1,N
0.000015,0.02,0.021034,0.095238,1,0,0,0.97,0.97,0,0,0,N
0.000025,0.016444,0.027241,0,0,0,0,0,0.14,0,0,0,N
0.000014,0.02,0.021034,0.083333,1,0,0,0.97,0.97,0,0,0,N
0,0,0,0,0,0,0.96,0,0,0,0,0,N
0.000022,0.013333,0.024828,0,0,0,0,0,0.01,0,0,0,N
0.000012,0.017333,0.028621,0.130952,1,0,0,0.82,0.97,0,0,0,N
0.000012,0.02,0.021034,0.059524,1,0,0,1,1,0,0,0,N
0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,0.02381,1,0,0.33,0,0.24,0,0,0,N
0.000014,0.02,0.021034,0.059524,1,0,0,1,1,0,0,0,N
0.000014,0.02,0.021034,0.083333,1,0,0,0.98,1,0,0,0,N
0,0,0,0.011905,0,0,1,0.02,0.02,1,0,0,N
0.000023,0.018222,0.028621,0,0,0,0,0,0.02,0,0,0,N
0.036899,0.276,0.562759,0.02381,1,0,0,0.14,0.14,0,0,0,N
0.000012,0.016,0.017931,0.02381,1,0,0.33,0.56,0.98,0,0,0,N
0.000015,0.019556,0.046207,0,0,0,0,0.93,0.93,0,0,0,N
0.000022,0.02,0.058276,0.130952,1,0,0,0.04,0.11,0,0,0,N
0.000013,0.016,0.017931,0.059524,1,0,0,0.47,1,0,0,0,N
0.006082,0.018667,0.014483,0.011905,1,0,0,0.1,0.1,0,0,0,N
0.032588,0.224444,0.53931,0.02381,1,0,0,1,0.97,0,0,0,N
0.000014,0.017333,0.028621,0.142857,1,0,0,0.78,0.94,0,0,0,N
0.000014,0.019556,0.025172,0,0,0,0,0.2,0.38,0,0,0,N
0.006696,0.019556,0.015172,0.035714,1,0,0,0.09,0.09,0,0,0,N
0.000016,0.016,0.03,0.083333,1,0,0,0.54,0.95,0,0,0,N
0.00003,0.019556,0.026207,0.047619,1,0,0,0.55,0.99,0.02,0,0.02,N
0.019393,0.020444,0.015862,0,0,0,0,0.19,0.19,0,0,0,N
0,0,0,0,0,0,0.33,0,0.02,0,0,1,N
0.000039,0.020444,0.03,0.107143,1,0,0.1,0.96,0.96,0,0,0,N
0.022314,0.224444,0.53931,0.047619,1,0,0,1,0.97,0,0,0,N
0.000013,0.016,0.017931,0.02381,1,0,0.33,0.61,0.98,0,0,0,N
0.031576,0.276,0.562759,0.02381,1,0,0,0.18,0.18,0,0,0,N
0.00002,0.02,0.034828,0.047619,1,0,0,0.96,0.96,0,0,0,N
0.000018,0.020444,0.03,0.107143,1,0,0,0.99,0.99,0,0,0,N
0.000018,0.019556,0.031379,0.011905,1,0,0,0.1,0.12,0,0,0,N
0.000024,0.015111,0.08,0,0,0,0,0,0.1,0,0,0,N
0.000025,0.015111,0.08,0,0,0,0,0,0.02,0,0,0,N
0.000012,0.02,0.068621,0.047619,1,0,0.2,0.03,0.19,0,0,0,N
0.000019,0.016,0.03,0.083333,1,0,0.12,0.57,0.99,0,0,0,N
0.282165,0.013333,0.12,0.011905,0,0,0,0,0,0,0,0,N
0.073998,0.224444,0.53931,0.011905,1,0,0,0.99,0.99,0,0,0,N
0.000019,0.018667,0.034483,0.357143,1,0,0,0.16,1,0,0,0,N
0.000013,0.02,0.027586,0.130952,1,0,0,0.76,0.93,0,0,0,N
0.075295,0.276,0.562759,0.011905,1,0,0,0.13,0.13,0,0,0,N
0.282751,0.013333,0.12,0,0,0,0,0,0,0,0,0,N
0.019711,0.020444,0.015862,0,0,0,0,0.09,0.09,0,0,0,N
0.000567,0.021333,0.016552,0,0,0,0.5,0.05,0.05,1,0,0,N
0.007241,0.019556,0.015172,0.190476,1,0,0,0.12,0.53,0,0,0,N
0.019212,0.020444,0.015862,0.011905,1,0,0,0.14,0.14,0,0,0,N
0.000013,0.028444,0.036552,0.059524,1,0,0,0.96,0.96,0,0,0,N
0.000014,0.036444,0.042759,0.059524,1,0,0,0.95,0.95,0,0,0,N
0.039062,0.995111,0.677241,0.02381,1,0,0,0.98,0.94,0,0,0,N
0.000012,0.018222,0.028621,0.02381,1,0,0,0.02,0.09,0,0,0,N
0,0,0,0,0,0,0.71,0,0,0,0,0,N
0.000566,0.021333,0.016552,0,0,0,0.75,0.01,0.01,1,0,0,N
0.000577,0.021333,0.016552,0,0,0,0,0.08,0.08,1,0.25,0.25,N
0.000015,0.020444,0.03,0.071429,1,0,0,0.96,0.96,0,0,0,N
0.000021,0.020444,0.035862,0.178571,1,0,0,0.02,0.33,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,N
0.000012,0.028444,0.036552,0.095238,1,0,0,0.94,0.96,0,0,0,N
0.00002,0.018667,0.028966,0.011905,1,0,0,0.14,0.61,0,0,0,N
0.032923,0.276,0.562759,0.02381,1,0,0,0.17,0.17,0,0,0,N
0.082627,0.04,0.042069,0.071429,1,0,0,1,1,0,0,0,N
0.000016,0.02,0.035172,0.107143,1,0,0,0.96,0.96,0,0,0,N
0.000757,0.018667,0.014483,0.142857,1,0,0,0.09,0.79,0,0,0,N
0.000014,0.018667,0.035862,0.011905,1,0,0,0.5,0.52,0,0,0,N
0.000013,0.019556,0.026207,0.059524,1,0,0,0.55,1,0,0,0,N
0.000015,0.016,0.03,0.047619,1,0,0,0.56,1,0,0,0,N
0.000023,0.02,0.03,0.011905,1,0,0,0.01,0.03,0,0,0,N
0.000633,0.069333,0.476552,0,0,0,0,0,0,0,0,0,N
0.000013,0.016,0.017931,0.047619,1,0,0,0.52,0.99,0,0,0,N
0.000013,0.030222,0.037931,0.261905,1,0,0,0.28,1,0,0,0,N
0,0,0,0.02381,1,0,0,0.02,0.02,0,0,0,N
0.031771,0.224444,0.53931,0.02381,1,0,0,1,0.99,0,0,0,N
0.000014,0.02,0.021034,0.095238,1,0,0,0.92,0.94,0,0,0,N
0.01937,0.020444,0.015862,0.011905,1,0,0,0.06,0.06,0,0,0,N
0.000015,0.028444,0.036552,0.095238,1,0,0,0.94,0.98,0,0,0,N
0.000017,0.019556,0.03931,0.047619,1,0,0,0.8,0.88,0,0,0,N
0.000014,0.019556,0.036207,0.047619,1,0,0,0.99,1,0,0,0,N
0.000014,0.019111,0.034483,0.27381,1,0,0,0.13,1,0,0,0,N
0.000001,0.019556,0.026207,0.107143,1,0,0,0,0.97,0,0,0,N
0.019359,0.020444,0.015862,0.011905,1,0,0.17,0.13,0.13,0,0,0,N
0.000018,0.02,0.021034,0.107143,1,0,0,0.94,0.94,0,0,0,N
0.000013,0.020444,0.034483,0.02381,1,0,0,0.56,0.98,0,0,0,N
0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,0.119048,1,1,1,0,0,0,0,0,N
0,0,0,0,0,0,0,0.01,0.01,1,1,1,N
0.019217,0.020444,0.015862,0.011905,1,0,0,0.13,0.13,0,0,0,N
0.000017,0.028444,0.036552,0.095238,1,0,0,0.97,0.97,0,0,0,N
0.036372,0.231111,0.53931,0.047619,0.75,0,0,0.52,0.5,0,0,0,N
0.000022,0.02,0.068621,0.059524,1,0,0,0.05,0.22,0,0,0,N
0.00002,0.02,0.021034,0.107143,1,0,0,0.98,0.98,0,0,0,N
0.000013,0.017778,0.028276,0.035714,1,0,0,0.05,0.67,0,0,0,N
0.000012,0.02,0.021034,0.059524,1,0,0,0.98,0.98,0,0,0,N
0.009536,0.019556,0.015172,0.119048,1,0,0,0.14,0.68,0,0,0.03,N
0.000026,0.02,0.03,0,0,0,0,0,0.37,0,0,0,N
0.000013,0.02,0.027586,0.119048,1,0,0,0.8,0.96,0,0,0,N
0.000012,0.016,0.03,0.02381,1,0,0,0.55,0.98,0,0,0,N
0.000019,0.030222,0.034138,0,0,0,0,0,0.23,0,0,0,N
0.000014,0.020444,0.046552,0.011905,1,0,0,0.39,0.39,0,0,0,N
0.000534,0.021333,0.016552,0,0,0,0,0.07,0.07,1,0,0,N
0.000014,0.024444,0.033448,0.071429,1,0,0,0.61,0.99,0,0,0,N
0.000029,0.02,0.035172,0.095238,1,0,0,1,1,0,0,0,N
0.021806,0.224444,0.53931,0.059524,1,0,0,1,0.96,0,0,0,N
0.098289,0.224444,0.53931,0.011905,1,0,0,0.99,0.97,0,0,0,N
0.000022,0.013333,0.024828,0,0,0,0,0,0.01,0,0,0,N
0.000014,0.02,0.033793,0.035714,1,0,0,0.97,0.97,0,0,0,N
0.000046,0.018222,0.028621,0.071429,1,0,0,0.04,0.28,0,0,0,N
0.022427,0.224444,0.53931,0.047619,1,0,0,1,0.98,0,0,0,N
0.000013,0.017778,0.028276,0.059524,1,0,0,0.05,0.07,0,0,0,N
0.000014,0.02,0.035172,0.095238,1,0,0,1,1,0,0,0,N
0.033784,0.224444,0.53931,0.035714,1,0,0,1,0.98,0,0,0,N
0.000015,0.036444,0.042759,0.047619,1,0,0,0.95,0.95,0,0,0,N
0.000013,0.016,0.017931,0.047619,1,0,0,0.56,0.95,0,0,0,N
0.000022,0.019111,0.034483,0.202381,1,0,0,0.15,1,0,0,0,N
0.000015,0.019111,0.034138,0.011905,1,0,0,0.15,0.29,0,0,0,N
0.000012,0.020444,0.03,0.059524,1,0,0,0.99,0.99,0,0,0,N
0.000013,0.023556,0.072759,0,0,0,0,0,0,0,0,0,N
0.000015,0.02,0.034828,0.035714,1,0,0,0.9,0.92,0,0,0,N
0.0581,0.224444,0.53931,0.011905,1,0,0,0.97,0.96,0,0,0,N
0.000028,0.02,0.03,0,0,0,0,0,0.1,0,0,0,N
0.097503,0.231111,0.53931,0.011905,1,0,0,0.23,0.23,0,0,0,N
0.000014,0.016,0.017931,0.047619,1,0,0,0.5,0.93,0,0,0,N
0.000061,0.026222,0.034828,0.130952,1,0,0,0.11,0.13,0,0,0,N
1,0.403556,0.60931,0,0,0,0,0.08,0.08,0,0,0,N
0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,N
0.000018,0.02,0.035172,0.095238,1,0,0,0.97,0.97,0,0,0,N
0.000011,0.017778,0.028276,0,0,0,0,0,0,0,0,0,N
0.03126,0.231111,0.53931,0.035714,1,0,0,0.13,0.13,0,0,0,N
1,0,0,0,0,0,0.78,0.35,0.35,0,0,0,N
0.019195,0.020444,0.015862,0,0,0,0,0.12,0.12,0,0,0,N
0.000012,0.02,0.021034,0.059524,1,0,0,0.87,0.87,0,0,0,N
0.012295,0.033778,0.04069,0.02381,1,0,0,0.02,0.03,0,0,0,N
0.000014,0.017333,0.028621,0.107143,1,0,0,0.79,0.98,0,0,0,N
0.000016,0.018667,0.028966,0.011905,1,0,0,0.19,0.39,0,0,0,N
0.000014,0.028444,0.036552,0.059524,1,0,0,0.98,0.98,0,0,0,N
0.000011,0.016,0.017931,0.035714,1,0,0,0.5,0.98,0,0,0,N
0.000021,0.019111,0.034483,0.22619,1,0,0,0.16,1,0,0,0,N
0.000007,0.02,0.03,0.130952,1,0,0,0.01,0.39,0,0,0,N
0.000014,0.02,0.034138,0.095238,1,0,0.09,0.4,0.74,0,0,0.01,N
0.077619,0.224444,0.53931,0.02381,1,0,0,0.97,0.96,0,0,0,N
0.000027,0.02,0.068621,0.02381,1,0,0,0,0.36,0,0,0,N
0.000008,0.02,0.027586,0.130952,1,0,0,0.68,0.84,0,0,0,N
0.000011,0.02,0.021034,0.083333,1,0,0,0.99,0.99,0,0,0,N
0.000019,0.019111,0.034483,0.202381,1,0,0,0.16,0.93,0,0,0,N
0.07418,0.224444,0.53931,0.011905,1,0,0,0.98,0.98,0,0,0,N
0.000014,0.02,0.021034,0.083333,1,0,0,1,1,0,0,0,N
0.000014,0.02,0.033793,0.02381,1,0,0,0.93,0.93,0,0,0,N
0.00002,0.02,0.021034,0.107143,1,0,0,0.97,0.97,0,0,0,N
0.000021,0.020444,0.03,0.119048,1,0,0,0.95,0.97,0,0,0,N
0.000013,0.028444,0.036552,0.095238,1,0,0,1,1,0,0,0,N
0.00001,0.024444,0.033448,0.02381,1,0,0,0.55,1,0,0,0,N
0.120298,0,0,0,0,0,1,0,0,0,0,0,N
0.003646,0.013333,0.037931,0.011905,1,0,0,0.01,0.03,0,0,0,N
0.000014,0.019111,0.034483,0.202381,1,0,0,0.15,1,0,0,0,N
0.000001,0.025778,0.031724,0.154762,1,0,0,0.13,1,0,0,0,N
0.000012,0.020444,0.074828,0.035714,0.33,0,0,0.01,0.02,0,0,0,N
0.000012,0.016,0.017931,0.02381,1,0,0,0.56,1,0,0,0,N
0.000012,0.02,0.021034,0.071429,1,0,0,0.97,0.97,0,0,0,N
0.000018,0.020444,0.036552,0.654762,1,0,0,0.11,0.98,0,0,0,N
0.000029,0.02,0.021034,0.071429,1,0,0,0.98,0.98,0,0,0,N
0,0,0,0,0,0,0.6,0,0,0,0,0,N
0.022359,0.224444,0.53931,0.047619,0,0,1,0.98,0,0,0,0,N
0.000014,0.020444,0.03,0.107143,1,0,0,0.99,0.99,0,0,0,N
0.032827,0.276,0.562759,0.035714,1,0,0,0.18,0.17,0,0,0,N
0.000014,0.02,0.021034,0.083333,1,0,0,0.96,0.96,0,0,0,N
0.000001,0.016889,0.027586,0,0,0,0,0,0.14,0,0,0,N
0.000027,0.02,0.03,0.011905,1,0,0,0.01,0.33,0,0,0,N
0.000013,0.020444,0.046552,0.011905,1,0,0,0.57,0.57,0,0,0,N
0.000002,0.024444,0.033448,0.071429,1,0,0,0.59,0.96,0,0,0,N
0.000028,0.028444,0.032759,0,0,0,0,0,0,0,0,0,N
0.000013,0.02,0.035172,0.083333,1,0,0,1,1,0,0,0,N
0.074031,0.224444,0.53931,0.011905,1,0,0,0.99,0.99,0,0,0,N
0.000014,0.019111,0.034483,0.190476,1,0,0,0.21,0.92,0,0,0,N
0.07344,0.224444,0.53931,0.011905,1,0,0,0.61,0.61,0,0,0,N
0.087997,0.238222,0.53931,0.011905,1,0,0,0.18,0.2,0,0,0,N
0,0,0,0,0,0,1,0,0,0,0,0,N
0.000016,0.020444,0.03,0.083333,1,0,0,0.99,0.99,0,0,0,N
0.073944,0.224444,0.53931,0.011905,1,0,0,0.99,0.99,0,0,0,N
0.000013,0.02,0.027586,0.142857,1,0,0,0.76,0.91,0,0,0,N
0.000012,0.02,0.021034,0.083333,1,0,0,0.98,0.98,0,0,0,N
0.000015,0.019111,0.027241,0.095238,1,0,0,0.08,0.28,0,0,0,N
0.021515,0.231111,0.53931,0.02381,1,0,0,0.64,0.63,0,0,0,N
0,0,0,0,0,0,1,0,0,0,0,0,N
0.073892,0.224444,0.53931,0.011905,1,0,0,1,1,0,0,0,N
0.000015,0.02,0.021034,0.083333,1,0,0,1,1,0,0,0,N
0.000013,0.028,0.027241,0.119048,1,0,0,0,1,0,0,0,N
0.000015,0.017333,0.028621,0.166667,1,0,0,0.85,0.98,0,0,0,N
0.000022,0.030222,0.034138,0,0,0,0,0,0.2,0,0,0,N
0.000015,0.02,0.033793,0.02381,1,0,0,1,1,0,0,0,N
0.000027,0.021778,0.076897,0,0,0,0,0,0.2,0,0,0,N
0.000013,0.019556,0.034828,0,0,0,0,0.28,0.5,0,0,0,N
0.000023,0.027556,0.035862,0,0,0,0,0,0.15,0,0,0,N
0.000014,0.020444,0.03,0.083333,1,0,0,1,1,0,0,0,N
0.000027,0.02,0.083793,0,0,0,0,0,0.18,0,0,0,N
0.000014,0.02,0.034828,0.059524,1,0,0,0.89,0.91,0,0,0,N
0.000013,0.018667,0.028966,0.011905,1,0,0,0.28,0.28,0,0,0,N
0.000016,0.02,0.021034,0.095238,1,0,0,1,1,0,0,0,N
0.027068,0.231111,0.53931,0.047619,1,0,0,0.62,0.58,0,0,0,N
0.000014,0.02,0.035172,0.059524,1,0,0,0.98,0.98,0,0,0,N
0.030411,0.231111,0.53931,0.166667,1,0,0,1,0.97,0,0,0,N
0.000012,0.02,0.021034,0.059524,1,0,0,0.94,0.94,0,0,0,N
0.000013,0.02,0.035172,0.071429,1,0,0,1,1,0,0,0,N
0.031338,0.276,0.562759,0.02381,1,0,0,0.11,0.1,0,0,0,N
0.000017,0.020444,0.034483,0.047619,1,0,0,0.58,0.98,0,0,0,N
0.000016,0.020444,0.03,0.071429,1,0,0,0.99,0.99,0,0,0,N
0.023891,0.224444,0.53931,0.035714,1,0,0,0.99,0.97,0,0,0,N
0.000023,0.023556,0.061034,0,0,0,0,0.06,0.24,0,0,0,N
0.00001,0.02,0.03,0,0,0,0,0,0.3,0,0,0,N
0.027868,0.224444,0.53931,0,0,0,0,0.99,0.98,0,0,0,N
0.000015,0.02,0.021034,0.083333,1,0,0,1,1,0,0,0,N
0.000026,0.02,0.068621,0.011905,1,0,0,0.01,0.13,0,0,0,N
0.000013,0.02,0.035172,0.071429,1,0,0,0.96,1,0,0,0,N
0.000013,0.02,0.021034,0.059524,1,0,0,0.96,0.97,0,0,0,N
0.000025,0.020444,0.03,0.107143,1,0,0,0.98,0.98,0,0,0,N
0.000029,0.013333,0.024828,0,0,0,0,0,0,0,0,0,N
0.031379,0.276,0.562759,0.035714,1,0,0,0.17,0.17,0,0,0,N
0.000012,0.02,0.027586,0.142857,1,0,0,0.79,0.95,0,0,0,N
0.019376,0.020444,0.015862,0.011905,1,0,0,0.22,0.22,0,0,0,N
0.019121,0.020444,0.015862,0.035714,1,0,0,0.18,0.5,0,0,0,N
0.000013,0.02,0.021034,0.059524,1,0,0,0.99,0.99,0,0,0,N
0.123054,0.231111,0.53931,0,0,0,0,0.2,0.2,0,0,0,N
0.000013,0.020444,0.046552,0.011905,1,0,0.2,0.39,0.39,0,0,0,N
0.000011,0.021333,0.076552,0.02381,1,0,0,0,0.07,0,0,0,N
0.019395,0.020444,0.015862,0.011905,1,0,0,0.14,0.14,0,0,0,N
0.000007,0.028444,0.036552,0.107143,1,0,0,0.94,0.98,0,0,0,N
0.000014,0.020444,0.03,0.059524,1,0,0,1,1,0,0,0,N
0.074093,0.224444,0.53931,0.011905,1,0,0,1,1,0,0,0,N
0.000015,0.019556,0.036207,0.035714,1,0,0,0.92,0.92,0,0,0,N
0.000019,0.02,0.021034,0.095238,1,0,0,1,1,0,0,0,N
0.033047,0.224444,0.53931,0.035714,1,0,0,1,0.97,0,0,0,N
0.000022,0.013333,0.024828,0,0,0,0,0,0.07,0,0,0,N
0.022327,0.224444,0.53931,0.047619,1,0,0,1,1,0,0,0,N
0.021371,0.238222,0.53931,0.059524,1,0,0,0.71,0.7,0,0,0,N
0,0,0,0,0,0,0.5,0,0,0,0,0,N
0.000013,0.02,0.031034,0.285714,1,0,0,0.25,1,0,0,0,N
0.000023,0.02,0.035172,0.107143,1,0,0,0.95,0.95,0,0,0,N
0.000015,0.016,0.017931,0.095238,1,0,0.11,0.57,0.98,0,0,0,N
0.000019,0.02,0.068621,0.035714,1,0,0,0.01,0.03,0,0,0,N
0.119635,0,0,0.047619,1,1,0.93,0,0.01,0,0,1,N
0.000018,0.02,0.021034,0.107143,1,0,0,0.98,0.98,0,0,0,N
0.000018,0.024444,0.033448,0.083333,1,0,0.12,0.57,0.94,0,0,0,N
0.019197,0.020444,0.015862,0.011905,1,0,0,0.07,0.07,0,0,0,N
0.000001,0.016,0.03,0.047619,1,0,0,0.52,0.99,0,0,0,N
0.000013,0.016,0.03,0.059524,1,0,0,0.54,1,0,0,0,N
0.000012,0.02,0.03,0.02381,1,0,0,0.01,0.11,0,0,0,N
0.000017,0.020444,0.03,0.095238,1,0,0,0.99,0.99,0,0,0,N
0.000014,0.019556,0.026207,0.047619,1,0,0,0.58,0.99,0,0,0,N
0.000012,0.02,0.021034,0.083333,1,0,0,1,1,0,0,0,N
0.00003,0.02,0.03,0,0,0,0,0,0,0,0,0,N
0.000014,0.02,0.033793,0.02381,1,0,0,0.94,0.97,0,0,0,N
0,0,0,0,0,0,0.98,0.03,0.03,1,0,0,N
0.000015,0.02,0.035172,0.095238,1,0,0,0.98,0.98,0,0,0,N
0.000014,0.017778,0.028276,0.011905,1,0,0,0.01,0.34,0,0,0.03,N
0.000015,0.019111,0.034483,0.190476,1,0,0,0.17,1,0,0,0,N
0.29412,0.013333,0.12,0,0,0,0,0,0.01,0,0,0,N
0.073955,0.224444,0.53931,0.011905,1,0,0,0.65,0.65,0,0,0,N
0.000015,0.019111,0.034483,0.25,1,0,0,0.15,0.92,0,0,0,N
0.000188,0.019556,0.038966,0.27381,1,0,0,0.29,1,0,0,0,N
0.059877,0.224444,0.53931,0.011905,1,0,0,0.97,0.96,0,0,0,N
0.000014,0.019111,0.033448,0.119048,1,0,0,0.18,1,0,0,0,N
0.000025,0.025333,0.034138,0,0,0,0,0,0.02,0,0,0,N
0,0,0,0,0,0,1,0,0,0,0,0,N
0.000012,0.022667,0.077586,0,0,0,0,0,0.01,0,0,0,N
0.011057,0.019556,0.015172,0.02381,1,0,0,0.08,0.08,0,0,0,N
0.000015,0.02,0.035172,0.071429,1,0,0,1,1,0,0,0,N
0.222462,0.231111,0.53931,0,0,0,0,0.49,0.49,0,0,0,N
0,0,0,0,0,0,1,0.01,0.01,0,1,1,N
0,0,0,0,0,0,1,0,0,0,0,0,N
0.023113,0.224444,0.53931,0.035714,1,0,0,0.98,0.98,0,0,0,N
0.000032,0.021333,0.076552,0,0,0,0,0,0,0,0,0,N
0.019199,0.020444,0.015862,0.02381,1,0,0,0.21,0.49,0,0,0,N
0.000012,0.028,0.040345,0.035714,1,0,0,0.97,0.97,0,0,0,N
0.000014,0.025333,0.034138,0.202381,1,0,0,0.1,0.98,0,0,0,N
0.000012,0.018667,0.028966,0,0,0,0,0.31,0.42,0,0,0,N
0.000023,0.026222,0.025862,0.011905,1,0,0,0.01,0.34,0,0,0,N
0,0,0,0.011905,0,0,1,0,0,0,0,0,N
0.000559,0.021333,0.016552,0,0,0,1,0.12,0.12,1,0,0,N
0.095554,1,0.677241,0.035714,0.67,0.33,0,0.98,0.94,0,0,0,N
0.000012,0.018222,0.107586,0.011905,1,0,0,0.05,0.13,0,0,0,N
0,0,0,0,0,0,0.67,0,0,0,0,0,N
0.002749,0.019556,0.036207,0.047619,1,0,0,0.96,0.97,0,0,0,N
0.000014,0.02,0.033793,0.035714,1,0,0,0.96,0.98,0,0,0,N
0.000558,0.021333,0.016552,0,0,0,0,0.11,0.11,1,0,0,N
0.000014,0.02,0.021034,0.107143,1,0,0,1,1,0,0,0,N
0.019547,0.020444,0.015862,0,0,0,0,0.12,0.12,0,0,0,N
0.000014,0.019556,0.036207,0.047619,1,0,0,0.91,0.92,0,0,0,N
0.02984,0.231111,0.53931,0.02381,1,0,0,0.05,0.05,0,0,0,N
0.07397,0.224444,0.53931,0.011905,1,0,0,0.98,0.98,0,0,0,N
0.000013,0.02,0.033793,0.035714,1,0,0,0.96,0.96,0,0,0,N
0.019509,0.020444,0.015862,0.011905,1,0,0,0.05,0.05,0,0,0,N
0.035525,0.238222,0.53931,0.011905,1,0,0,0.35,0.35,0,0,0,N
0,0,0,0,0,0,0.67,0,0.01,0,0,1,N
0,0,0,0,0,0,0.67,0,0,0,0,0,N
0.000029,0.02,0.03,0,0,0,0,0,0,0,0,0,N
0.031638,0.276,0.562759,0.02381,1,0,0,0.14,0.13,0,0,0,N
0.019135,0.020444,0.015862,0.02381,1,0,0,0.51,0.84,0,0,0,N
0.000016,0.019111,0.034483,0.214286,1,0,0,0.17,1,0,0,0,N
0.073872,0.224444,0.53931,0.011905,1,0,0,1,1,0,0,0,N
0.023883,0.224444,0.53931,0.047619,1,0,0,0.99,0.92,0,0,0,N
0.000018,0.020444,0.03,0.095238,1,0,0,0.97,0.97,0,0,0,N
0.000018,0.020444,0.046552,0.011905,1,0,0,0.47,0.47,0,0,0,N
