@relation 'gendata-v1'

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute class {c0,c1}

@data
0.091286,0.385731,8.1294,0.540425,c0
0.233827,0.240581,81.0396,0.083508,c0
0.036026,0.080192,83.8345,0.313796,c1
0.732481,0.525631,48.3708,0.241386,c0
0.192564,0.137617,73.3953,0.610482,c0
0.78566,0.477848,38.6585,0.219955,c0
0.34521,0.456306,28.9461,0.546471,c0
0.515748,0.384713,50.4041,0.993248,c0
0.354074,0.282335,94.2873,0.97904,c0
0.173839,0.887507,79.1404,0.25485,c0
0.272251,0.516784,81.4248,0.289951,c0
0.358271,0.383295,46.7322,0.304146,c0
0.213563,0.236896,58.9812,0.539805,c0
0.360671,0.220923,33.3705,0.665066,c0
0.28725,0.65382,90.3689,0.778699,c0
0.0809,0.038668,62.6472,0.347454,c0
0.166024,0.979587,84.6155,0.54836,c0
0.202316,0.841218,15.1039,0.911245,c0
0.103896,0.925997,47.7328,0.860896,c1
0.568762,0.663613,70.6438,0.743586,c0
0.470169,0.808049,47.5194,0.18933,c0
0.954674,0.919833,5.1973,0.209067,c0
0.116022,0.474581,29.6877,0.255067,c1
0.669728,0.783662,92.0335,0.583219,c0
0.140069,0.53878,48.206,0.647458,c1
0.689429,0.1995,83.106,0.929428,c0
0.869318,0.631212,97.747,0.560607,c0
0.253038,0.370775,70.825,0.329428,c0
0.121933,0.648028,61.1312,0.182587,c1
0.120259,0.823613,55.6467,0.127526,c1
0.06819,0.217009,9.6588,0.522217,c0
0.92808,0.393417,69.8691,0.098717,c0
0.256059,0.854098,19.218,0.70855,c0
0.339185,0.732017,33.0263,0.700846,c0
0.61779,0.533081,90.0626,0.048246,c0
0.923327,0.183045,39.2708,0.820965,c0
0.523934,0.641068,83.1472,0.375961,c0
0.963092,0.123192,2.1356,0.676058,c0
0.201189,0.54244,10.9129,0.482936,c0
0.625432,0.117,7.0655,0.778272,c0
0.080488,0.223903,45.4125,0.658916,c0
0.1904,0.482851,47.1091,0.124821,c0
0.891719,0.743322,31.6671,0.632577,c0
0.278474,0.117803,42.1618,0.022718,c0
0.57151,0.45498,19.1427,0.445601,c0
0.267888,0.678938,67.1503,0.208488,c0
0.300457,0.233918,49.2404,0.045568,c0
0.343367,0.468864,39.5496,0.173021,c0
0.236218,0.172022,61.6879,0.632806,c0
0.867681,0.623041,41.6228,0.851721,c0
0.758877,0.468504,7.7251,0.046379,c0
0.01742,0.446585,77.7741,0.090105,c1
0.294982,0.487434,82.9729,0.72434,c0
0.87439,0.998197,92.4066,0.545013,c0
0.036656,0.204986,17.8766,0.023429,c1
0.414053,0.268885,98.6745,0.931577,c0
0.122209,0.519044,88.6149,0.933361,c1
0.082402,0.553122,93.5206,0.776115,c1
0.094629,0.143839,36.3639,0.47086,c0
0.902677,0.860117,59.3899,0.085102,c0
0.70438,0.062254,7.8078,0.288604,c0
0.303343,0.462829,78.0101,0.590369,c0
0.372906,0.75847,54.7867,0.284223,c0
0.108718,0.932401,6.6291,0.480695,c1
0.883244,0.703599,55.9716,0.244521,c0
0.383676,0.255664,92.1004,0.779945,c0
0.114151,0.816968,48.4579,0.81007,c1
0.073808,0.883359,23.2073,0.781908,c1
0.88417,0.875704,82.1677,0.295328,c0
0.632474,0.806747,46.6159,0.201992,c0
0.222005,0.095275,34.9512,0.149451,c0
0.076127,0.010255,96.8481,0.955934,c0
0.629653,0.353655,51.2792,0.092947,c0
0.159335,0.897812,15.6649,0.725684,c0
0.15467,0.781753,92.4148,0.215318,c0
0.610899,0.540543,61.2507,0.722609,c0
0.33798,0.692774,10.9579,0.568871,c0
0.622465,0.843461,32.5895,0.308184,c0
0.353656,0.073166,87.6507,0.043832,c0
0.031055,0.978826,59.423,0.382324,c0
0.907046,0.107801,93.3362,0.559925,c0
0.886907,0.683823,33.1819,0.699504,c0
0.707677,0.462062,63.9597,0.859583,c0
0.348038,0.270211,79.2807,0.522842,c0
0.583331,0.293477,1.5045,0.437931,c0
0.092934,0.443612,96.1661,0.276279,c1
0.5517,0.215564,38.7515,0.39471,c0
0.692773,0.280078,11.5113,0.105026,c0
0.416032,0.686542,30.7546,0.243289,c0
0.634591,0.957606,30.9446,0.504439,c0
0.701163,0.545565,60.921,0.96193,c0
0.936791,0.090254,79.7044,0.427461,c0
0.996354,0.669132,74.5888,0.822455,c0
0.548404,0.762513,62.6115,0.530801,c0
0.021334,0.970332,77.9903,0.781474,c0
0.973513,0.61159,92.7473,0.47,c0
0.981951,0.213584,65.4942,0.46933,c0
0.812234,0.555262,64.2311,0.403548,c0
0.031841,0.367516,63.0153,0.061924,c1
0.15968,0.012951,69.4858,0.116198,c0
0.906528,0.468653,0.4831,0.570556,c0
0.05429,0.717687,86.3818,0.421634,c1
0.046344,0.218564,51.2596,0.334967,c1
0.416952,0.466602,85.6519,0.754666,c0
0.774598,0.787123,1.3984,0.754712,c0
0.172307,0.407623,33.9656,0.11308,c0
0.347376,0.544544,36.6325,0.544042,c0
0.493655,0.710011,93.0555,0.759326,c0
0.941397,0.69484,59.9854,0.045427,c0
0.362866,0.716408,40.2838,0.342185,c0
0.896328,0.033373,77.8931,0.386904,c0
0.886688,0.924049,61.043,0.348571,c0
0.777951,0.301137,17.7288,0.518385,c0
0.060883,0.392789,88.3776,0.045638,c0
0.078606,0.858446,64.6209,0.412089,c1
0.923579,0.427607,90.221,0.323331,c0
0.621303,0.650671,30.455,0.962253,c0
0.289247,0.633238,29.635,0.097544,c0
0.983924,0.688684,92.9503,0.369285,c0
0.504712,0.688604,48.4455,0.18405,c0
0.509896,0.516671,67.7008,0.0435,c0
0.918614,0.43867,49.6625,0.803343,c0
0.721774,0.389972,1.0726,0.313612,c0
0.005695,0.151419,79.0771,0.126564,c1
0.20411,0.135584,96.8471,0.47513,c0
0.337363,0.037569,31.4237,0.522653,c0
0.272036,0.918018,14.502,0.963807,c0
0.839892,0.380714,31.5014,0.416891,c0
0.991956,0.383131,2.0186,0.689321,c0
0.031703,0.875523,65.6418,0.920999,c1
0.370753,0.902612,51.1085,0.814314,c0
0.181109,0.021673,63.9158,0.644918,c0
0.779928,0.891771,87.7486,0.513971,c0
0.575938,0.671159,58.4695,0.350467,c0
0.931061,0.423287,35.9155,0.501282,c0
0.346441,0.076641,68.3804,0.357003,c0
0.969013,0.609568,17.4103,0.353145,c0
0.532888,0.038491,86.423,0.859253,c0
0.499271,0.476393,75.6636,0.922468,c0
0.339265,0.998177,68.1365,0.56748,c0
0.615846,0.300467,36.4126,0.37143,c0
0.764466,0.17567,48.583,0.330121,c0
0.246116,0.633575,43.1396,0.611047,c0
0.0524,0.098501,37.1892,0.649072,c1
0.37904,0.485971,30.1629,0.182206,c0
0.652411,0.120142,66.0601,0.247767,c0
0.99314,0.391659,21.2718,0.863329,c0
0.631419,0.775362,92.1564,0.102205,c0
0.750652,0.328235,66.7941,0.539807,c0
0.729183,0.070212,78.7264,0.59509,c0
0.774262,0.713937,56.9898,0.120379,c0
0.498112,0.054301,6.3827,0.703233,c0
0.072824,0.954554,74.6581,0.5356,c1
0.219001,0.273012,89.2133,0.378372,c0
0.432479,0.262867,74.8514,0.10355,c0
0.534119,0.947323,96.3201,0.531572,c0
0.839565,0.723263,4.5848,0.797966,c0
0.989052,0.978879,4.1733,0.281356,c0
0.751736,0.824178,0.4335,0.203913,c0
0.9247,0.12798,30.1732,0.37573,c0
0.783696,0.931045,26.9066,0.19619,c0
0.410845,0.962138,22.8096,0.948241,c0
0.623945,0.422373,43.4902,0.625599,c0
0.162681,0.422854,8.8104,0.018254,c0
0.248955,0.461642,13.2485,0.548251,c0
0.63173,0.108288,22.669,0.395573,c0
0.75117,0.62765,90.8751,0.78305,c0
0.712541,0.619449,68.9412,0.89958,c0
0.347251,0.875976,53.0838,0.832527,c0
0.756568,0.5676,92.7027,0.053049,c0
0.382956,0.55422,59.2305,0.452168,c0
0.834663,0.090491,58.5581,0.660781,c0
0.401077,0.443667,55.056,0.403397,c0
0.439555,0.975117,63.5907,0.933226,c0
0.588825,0.050036,57.4412,0.175376,c0
0.069743,0.734628,34.6453,0.065238,c1
0.171082,0.615972,83.065,0.710759,c0
0.38621,0.237061,85.3334,0.430135,c0
0.56592,0.577929,8.8545,0.420586,c0
0.883346,0.733546,33.1521,0.799201,c0
0.368794,0.440116,77.1205,0.023445,c0
0.265512,0.383647,2.1076,0.246801,c0
0.481813,0.288143,83.2658,0.994072,c0
0.970627,0.625484,61.2325,0.651263,c0
0.954503,0.415039,8.96,0.656548,c0
0.532199,0.988304,74.3893,0.951671,c0
0.35246,0.782288,88.6693,0.207242,c0
0.721205,0.195153,61.7498,0.570745,c0
0.720301,0.288545,22.4326,0.202655,c0
0.659218,0.6533,98.341,0.663946,c0
0.455323,0.068687,72.7752,0.297332,c0
0.344195,0.680073,0.048,0.104977,c0
0.658274,0.295856,8.6489,0.266983,c0
0.280333,0.061773,72.4654,0.367822,c0
0.77764,0.20914,84.2918,0.601989,c0
0.153391,0.793302,22.9871,0.715494,c0
0.613856,0.339575,65.8957,0.206424,c0
0.742892,0.096175,61.5246,0.355635,c0
0.999853,0.157086,43.9736,0.987774,c0
0.512612,0.062579,40.2458,0.473134,c0
0.724332,0.611058,94.3171,0.372495,c0
0.57075,0.523111,7.7242,0.299913,c0
0.514194,0.287174,75.4346,0.032563,c0
0.941202,0.985878,77.8885,0.632042,c0
0.142505,0.153182,75.3607,0.358194,c0
0.337339,0.744594,39.1645,0.454334,c0
0.978429,0.116245,45.7278,0.461857,c0
0.879682,0.503352,54.1987,0.582582,c0
0.545513,0.864532,85.99,0.748767,c0
0.448909,0.115699,25.5555,0.483591,c0
0.904751,0.715711,65.6902,0.338998,c0
0.615566,0.285702,27.7775,0.683157,c0
0.928808,0.444985,97.6616,0.876372,c0
0.337917,0.328632,31.1995,0.422162,c0
0.783838,0.315349,0.0528,0.509291,c0
0.869324,0.338943,67.9082,0.470927,c0
0.185283,0.782703,10.0688,0.078656,c0
0.566568,0.363195,15.2371,0.261988,c0
0.244061,0.598495,37.317,0.798036,c0
0.540512,0.425572,97.1864,0.751447,c0
0.969565,0.282535,69.6503,0.96124,c0
0.340523,0.503664,29.1611,0.669057,c0
0.745852,0.188649,69.3964,0.462456,c0
0.114048,0.802153,56.4152,0.067197,c1
0.347458,0.635821,22.8652,0.1641,c0
0.932755,0.922073,61.5944,0.32889,c0
0.311223,0.827483,31.024,0.397544,c0
0.22665,0.773297,41.7669,0.045026,c0
0.730544,0.531605,54.2323,0.13187,c0
0.517564,0.3279,80.334,0.420941,c0
0.788452,0.744254,48.925,0.59581,c0
0.893431,0.562061,64.2096,0.122506,c0
0.595939,0.809254,59.1367,0.388034,c0
0.914749,0.184163,21.6609,0.721895,c0
0.151911,0.716631,50.7559,0.36093,c1
0.894645,0.996739,81.1998,0.153177,c0
0.491208,0.55248,1.401,0.813039,c0
0.743935,0.989924,76.9156,0.837882,c0
0.337061,0.322917,83.8083,0.775309,c0
0.822596,0.514071,50.6407,0.390719,c0
0.824432,0.624774,5.6221,0.426305,c0
0.489055,0.12919,26.3385,0.065583,c0
0.1106,0.885687,93.4787,0.92155,c1
0.288696,0.978852,57.1055,0.352012,c0
0.939438,0.146242,34.2738,0.172144,c0
0.972994,0.786235,70.1769,0.382258,c0
0.475764,0.606826,11.5044,0.35782,c0
0.790687,0.819948,60.3273,0.059115,c0
0.976178,0.411848,99.5758,0.209587,c0
0.742381,0.427311,7.0571,0.064673,c0
0.112792,0.393977,3.9643,0.347131,c0
0.740011,0.982721,15.9539,0.160143,c0
0.016266,0.751064,60.1266,0.206113,c1
0.862543,0.348784,9.6221,0.436925,c0
0.354538,0.878393,29.0455,0.340529,c0
0.149345,0.197857,18.5682,0.429054,c0
0.013677,0.828926,52.3038,0.135291,c1
0.622614,0.791657,47.4353,0.247194,c0
0.197246,0.124195,54.576,0.214178,c0
0.480284,0.066601,16.9749,0.144341,c0
0.010595,0.888496,6.4291,0.07832,c1
0.6508,0.122516,7.1491,0.173376,c0
0.846478,0.529041,85.3225,0.760364,c0
0.151186,0.4624,51.7518,0.846634,c1
0.138418,0.43473,97.6986,0.529483,c1
0.939798,0.58087,59.9402,0.957645,c0
0.2982,0.416192,50.0537,0.932392,c0
0.205171,0.748954,65.068,0.975201,c0
0.903927,0.859754,81.8801,0.705502,c0
0.282376,0.092905,26.2095,0.669906,c0
0.455023,0.817996,98.3703,0.343402,c0
0.638276,0.314663,32.7665,0.883363,c0
0.260601,0.509544,65.7742,0.358799,c0
0.617107,0.651642,87.548,0.600161,c0
0.2776,0.950766,57.2988,0.519082,c0
0.887768,0.923493,68.7132,0.732808,c0
0.965094,0.692013,62.4426,0.594669,c0
0.784255,0.763497,95.9687,0.279779,c0
0.471183,0.881075,97.6531,0.404289,c0
0.98061,0.382243,51.411,0.766819,c0
0.718868,0.126503,81.2012,0.192353,c0
0.191826,0.461255,30.4035,0.131675,c0
0.207327,0.883449,60.1596,0.62358,c0
0.842087,0.024216,22.8803,0.4624,c0
0.59498,0.334689,2.3789,0.93002,c0
0.891767,0.383445,50.4662,0.24939,c0
0.380765,0.989474,91.3496,0.995647,c0
0.264586,0.509298,9.8042,0.061315,c0
0.250027,0.47288,86.8423,0.413657,c0
0.566327,0.420122,97.4809,0.805084,c0
0.901423,0.228299,39.2162,0.801655,c0
0.036531,0.440447,16.94,0.980029,c1
0.421248,0.105735,70.2858,0.909859,c0
0.924567,0.425054,92.7758,0.58643,c0
0.521602,0.058558,58.6377,0.307494,c0
0.731481,0.296581,42.7957,0.598561,c0
0.20878,0.421378,92.2873,0.682533,c0
0.00904,0.494321,83.2434,0.162413,c1
0.698315,0.491686,76.5659,0.039928,c0
0.657373,0.181877,67.5731,0.928232,c0
0.64307,0.387925,10.1298,0.333503,c0
0.912609,0.311313,84.1654,0.178046,c0
0.990776,0.40665,66.9804,0.316657,c0
0.465931,0.891477,63.3754,0.658333,c0
0.037447,0.351416,47.3881,0.647026,c1
0.405437,0.058138,69.3038,0.277977,c0
0.493048,0.556082,85.6084,0.530283,c0
0.922229,0.793598,76.6814,0.081688,c0
0.625847,0.575149,27.282,0.438205,c0
0.972125,0.393438,58.2576,0.159014,c0
0.801847,0.76382,14.4102,0.686183,c0
0.334406,0.028048,33.0844,0.399131,c0
0.985696,0.220423,40.7941,0.905321,c0
0.759006,0.996606,51.0846,0.251548,c0
0.019503,0.813853,65.8305,0.694285,c1
0.143541,0.521149,14.2975,0.902885,c1
0.745944,0.268693,99.5537,0.986059,c0
0.9316,0.178413,60.1897,0.529892,c0
0.292077,0.530675,96.8147,0.914756,c0
0.173685,0.317068,57.4243,0.538848,c0
0.080267,0.885121,23.487,0.217652,c1
0.942222,0.058041,89.4778,0.951515,c0
0.382631,0.551043,82.5917,0.457591,c0
0.042046,0.725549,26.495,0.347786,c1
0.48541,0.723538,13.2312,0.60092,c0
0.207749,0.806523,10.7736,0.025192,c0
0.779661,0.287144,0.2217,0.736111,c0
0.229333,0.786061,6.2683,0.285431,c0
0.3447,0.672816,57.3164,0.968223,c0
0.697535,0.456585,87.5055,0.008054,c0
0.840677,0.581166,71.9095,0.774366,c0
0.310257,0.548339,68.2988,0.921489,c0
0.776706,0.544641,24.1111,0.355317,c0
0.931495,0.778899,95.6564,0.231544,c0
0.470949,0.551275,18.0843,0.768446,c0
0.844181,0.669344,59.2705,0.517547,c0
0.269061,0.202692,88.5348,0.877116,c0
0.888335,0.724742,91.9796,0.056286,c0
0.837403,0.128997,70.2439,0.401696,c0
0.425939,0.826619,61.595,0.983895,c0
0.597434,0.633229,43.5353,0.607363,c0
0.323943,0.935055,79.4803,0.955853,c0
0.617675,0.788014,93.5659,0.413838,c0
0.396798,0.448062,76.2765,0.215245,c0
0.529668,0.457091,46.3325,0.962207,c0
0.999935,0.815919,20.1625,0.229445,c0
0.284321,0.964356,69.2832,0.924001,c0
0.715585,0.258092,78.0412,0.305368,c0
0.815062,0.383088,49.4265,0.087678,c0
0.322357,0.680425,45.0425,0.843471,c0
0.924184,0.668004,86.8259,0.007656,c0
0.489969,0.140232,92.7336,0.140623,c0
0.958819,0.102812,66.373,0.751081,c0
0.890546,0.456963,11.4268,0.90204,c0
0.092915,0.785901,95.7287,0.027454,c1
0.667894,0.816096,46.9769,0.872404,c0
0.281647,0.126847,22.3229,0.236291,c0
0.456141,0.463906,57.4562,0.246356,c0
0.204655,0.576366,67.304,0.217976,c0
0.389174,0.840777,40.1007,0.768489,c0
0.764517,0.062391,39.3283,0.742947,c0
0.792256,0.750705,3.9156,0.683021,c0
0.956868,0.854916,16.0803,0.024387,c0
0.497243,0.414648,88.333,0.943291,c0
0.178571,0.832274,6.4139,0.789565,c0
0.972808,0.505392,53.3096,0.34124,c0
0.290333,0.371493,31.0063,0.694994,c0
0.711061,0.511567,91.2586,0.467026,c0
0.000198,0.335396,84.4137,0.120549,c1
0.562,0.02849,36.2029,0.658941,c0
0.384291,0.879099,66.4211,0.627713,c0
0.957171,0.823483,70.5427,0.353774,c0
0.611256,0.04856,95.5745,0.617106,c0
0.213962,0.77332,54.8271,0.497789,c0
0.186751,0.393837,42.7895,0.970441,c0
0.361924,0.021459,30.9203,0.928458,c0
0.284455,0.069715,47.9232,0.71208,c0
0.182544,0.952726,73.9532,0.887121,c0
0.979948,0.146354,7.2031,0.975335,c0
0.403848,0.83309,93.4513,0.072721,c0
0.453898,0.10261,44.4014,0.808676,c0
0.241273,0.2122,9.0288,0.896771,c0
0.480959,0.724698,3.647,0.606996,c0
0.726182,0.436335,51.0408,0.849712,c0
0.77077,0.882843,26.7646,0.203101,c0
0.513457,0.869416,61.5822,0.138814,c0
0.97748,0.908576,3.0321,0.904562,c0
0.109557,0.669753,96.2261,0.007782,c1
0.444194,0.545332,4.2474,0.011109,c0
0.712454,0.220164,51.891,0.398214,c0
