@relation 'gendata-v2'

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute class {c0,c1}

@data
4.392345,0.87778,37.4322,8.11102,c0
1.208795,4.786685,94.1328,4.65361,c0
2.92596,3.74606,49.4257,2.621,c0
0.55193,3.207625,52.6904,4.33571,c1
0.809585,3.70041,98.5813,6.54676,c0
2.974845,0.60998,30.6698,2.92037,c0
1.17771,2.431635,3.7953,2.49229,c0
0.559865,1.72735,58.2052,9.69482,c0
1.742115,1.77127,93.8148,6.7377,c0
1.770735,4.529685,71.3025,7.10043,c0
1.083945,2.18876,8.2526,9.6847,c0
0.06791,4.91691,83.1937,6.7791,c0
0.45643,1.928655,8.1294,5.40425,c0
1.169135,1.202905,81.0396,0.83508,c0
0.18013,0.40096,83.8345,3.13796,c1
3.662405,2.628155,48.3708,2.41386,c0
0.96282,0.688085,73.3953,6.10482,c0
3.9283,2.38924,38.6585,2.19955,c0
1.72605,2.28153,28.9461,5.46471,c0
2.57874,1.923565,50.4041,9.93248,c0
1.77037,1.411675,94.2873,9.7904,c0
0.869195,4.437535,79.1404,2.5485,c0
1.361255,2.58392,81.4248,2.89951,c0
1.791355,1.916475,46.7322,3.04146,c0
1.067815,1.18448,58.9812,5.39805,c0
1.803355,1.104615,33.3705,6.65066,c0
1.43625,3.2691,90.3689,7.78699,c0
0.4045,0.19334,62.6472,3.47454,c0
0.83012,4.897935,84.6155,5.4836,c0
1.01158,4.20609,15.1039,9.11245,c0
0.51948,4.629985,47.7328,8.60896,c1
2.84381,3.318065,70.6438,7.43586,c0
2.350845,4.040245,47.5194,1.8933,c0
4.77337,4.599165,5.1973,2.09067,c0
0.58011,2.372905,29.6877,2.55067,c1
3.34864,3.91831,92.0335,5.83219,c0
0.700345,2.6939,48.206,6.47458,c1
3.447145,0.9975,83.106,9.29428,c0
4.34659,3.15606,97.747,5.60607,c0
1.26519,1.853875,70.825,3.29428,c0
0.609665,3.24014,61.1312,1.82587,c1
0.601295,4.118065,55.6467,1.27526,c1
0.34095,1.085045,9.6588,5.22217,c0
4.6404,1.967085,69.8691,0.98717,c0
1.280295,4.27049,19.218,7.0855,c0
1.695925,3.660085,33.0263,7.00846,c0
3.08895,2.665405,90.0626,0.48246,c0
4.616635,0.915225,39.2708,8.20965,c0
2.61967,3.20534,83.1472,3.75961,c0
4.81546,0.61596,2.1356,6.76058,c0
1.005945,2.7122,10.9129,4.82936,c0
3.12716,0.585,7.0655,7.78272,c0
0.40244,1.119515,45.4125,6.58916,c0
0.952,2.414255,47.1091,1.24821,c0
4.458595,3.71661,31.6671,6.32577,c0
1.39237,0.589015,42.1618,0.22718,c0
2.85755,2.2749,19.1427,4.45601,c0
1.33944,3.39469,67.1503,2.08488,c0
1.502285,1.16959,49.2404,0.45568,c0
1.716835,2.34432,39.5496,1.73021,c0
1.18109,0.86011,61.6879,6.32806,c0
4.338405,3.115205,41.6228,8.51721,c0
3.794385,2.34252,7.7251,0.46379,c0
0.0871,2.232925,77.7741,0.90105,c1
1.47491,2.43717,82.9729,7.2434,c0
4.37195,4.990985,92.4066,5.45013,c0
0.18328,1.02493,17.8766,0.23429,c1
2.070265,1.344425,98.6745,9.31577,c0
0.611045,2.59522,88.6149,9.33361,c1
0.41201,2.76561,93.5206,7.76115,c1
0.473145,0.719195,36.3639,4.7086,c0
4.513385,4.300585,59.3899,0.85102,c0
3.5219,0.31127,7.8078,2.88604,c0
1.516715,2.314145,78.0101,5.90369,c0
1.86453,3.79235,54.7867,2.84223,c0
0.54359,4.662005,6.6291,4.80695,c1
4.41622,3.517995,55.9716,2.44521,c0
1.91838,1.27832,92.1004,7.79945,c0
0.570755,4.08484,48.4579,8.1007,c1
0.36904,4.416795,23.2073,7.81908,c1
4.42085,4.37852,82.1677,2.95328,c0
3.16237,4.033735,46.6159,2.01992,c0
1.110025,0.476375,34.9512,1.49451,c0
0.380635,0.051275,96.8481,9.55934,c0
3.148265,1.768275,51.2792,0.92947,c0
0.796675,4.48906,15.6649,7.25684,c0
0.77335,3.908765,92.4148,2.15318,c0
3.054495,2.702715,61.2507,7.22609,c0
1.6899,3.46387,10.9579,5.68871,c0
3.112325,4.217305,32.5895,3.08184,c0
1.76828,0.36583,87.6507,0.43832,c0
0.155275,4.89413,59.423,3.82324,c0
4.53523,0.539005,93.3362,5.59925,c0
4.434535,3.419115,33.1819,6.99504,c0
3.538385,2.31031,63.9597,8.59583,c0
1.74019,1.351055,79.2807,5.22842,c0
2.916655,1.467385,1.5045,4.37931,c0
0.46467,2.21806,96.1661,2.76279,c1
2.7585,1.07782,38.7515,3.9471,c0
3.463865,1.40039,11.5113,1.05026,c0
2.08016,3.43271,30.7546,2.43289,c0
3.172955,4.78803,30.9446,5.04439,c0
3.505815,2.727825,60.921,9.6193,c0
4.683955,0.45127,79.7044,4.27461,c0
4.98177,3.34566,74.5888,8.22455,c0
2.74202,3.812565,62.6115,5.30801,c0
0.10667,4.85166,77.9903,7.81474,c0
4.867565,3.05795,92.7473,4.7,c0
4.909755,1.06792,65.4942,4.6933,c0
4.06117,2.77631,64.2311,4.03548,c0
0.159205,1.83758,63.0153,0.61924,c1
0.7984,0.064755,69.4858,1.16198,c0
4.53264,2.343265,0.4831,5.70556,c0
0.27145,3.588435,86.3818,4.21634,c1
0.23172,1.09282,51.2596,3.34967,c1
2.08476,2.33301,85.6519,7.54666,c0
3.87299,3.935615,1.3984,7.54712,c0
0.861535,2.038115,33.9656,1.1308,c0
1.73688,2.72272,36.6325,5.44042,c0
2.468275,3.550055,93.0555,7.59326,c0
4.706985,3.4742,59.9854,0.45427,c0
1.81433,3.58204,40.2838,3.42185,c0
4.48164,0.166865,77.8931,3.86904,c0
4.43344,4.620245,61.043,3.48571,c0
3.889755,1.505685,17.7288,5.18385,c0
0.304415,1.963945,88.3776,0.45638,c0
0.39303,4.29223,64.6209,4.12089,c1
4.617895,2.138035,90.221,3.23331,c0
3.106515,3.253355,30.455,9.62253,c0
1.446235,3.16619,29.635,0.97544,c0
4.91962,3.44342,92.9503,3.69285,c0
2.52356,3.44302,48.4455,1.8405,c0
2.54948,2.583355,67.7008,0.435,c0
4.59307,2.19335,49.6625,8.03343,c0
3.60887,1.94986,1.0726,3.13612,c0
0.028475,0.757095,79.0771,1.26564,c1
1.02055,0.67792,96.8471,4.7513,c0
1.686815,0.187845,31.4237,5.22653,c0
1.36018,4.59009,14.502,9.63807,c0
4.19946,1.90357,31.5014,4.16891,c0
4.95978,1.915655,2.0186,6.89321,c0
0.158515,4.377615,65.6418,9.20999,c1
1.853765,4.51306,51.1085,8.14314,c0
0.905545,0.108365,63.9158,6.44918,c0
3.89964,4.458855,87.7486,5.13971,c0
2.87969,3.355795,58.4695,3.50467,c0
4.655305,2.116435,35.9155,5.01282,c0
1.732205,0.383205,68.3804,3.57003,c0
4.845065,3.04784,17.4103,3.53145,c0
2.66444,0.192455,86.423,8.59253,c0
2.496355,2.381965,75.6636,9.22468,c0
1.696325,4.990885,68.1365,5.6748,c0
3.07923,1.502335,36.4126,3.7143,c0
3.82233,0.87835,48.583,3.30121,c0
1.23058,3.167875,43.1396,6.11047,c0
0.262,0.492505,37.1892,6.49072,c1
1.8952,2.429855,30.1629,1.82206,c0
3.262055,0.60071,66.0601,2.47767,c0
4.9657,1.958295,21.2718,8.63329,c0
3.157095,3.87681,92.1564,1.02205,c0
3.75326,1.641175,66.7941,5.39807,c0
3.645915,0.35106,78.7264,5.9509,c0
3.87131,3.569685,56.9898,1.20379,c0
2.49056,0.271505,6.3827,7.03233,c0
0.36412,4.77277,74.6581,5.356,c1
1.095005,1.36506,89.2133,3.78372,c0
2.162395,1.314335,74.8514,1.0355,c0
2.670595,4.736615,96.3201,5.31572,c0
4.197825,3.616315,4.5848,7.97966,c0
4.94526,4.894395,4.1733,2.81356,c0
3.75868,4.12089,0.4335,2.03913,c0
4.6235,0.6399,30.1732,3.7573,c0
3.91848,4.655225,26.9066,1.9619,c0
2.054225,4.81069,22.8096,9.48241,c0
3.119725,2.111865,43.4902,6.25599,c0
0.813405,2.11427,8.8104,0.18254,c0
1.244775,2.30821,13.2485,5.48251,c0
3.15865,0.54144,22.669,3.95573,c0
3.75585,3.13825,90.8751,7.8305,c0
3.562705,3.097245,68.9412,8.9958,c0
1.736255,4.37988,53.0838,8.32527,c0
3.78284,2.838,92.7027,0.53049,c0
1.91478,2.7711,59.2305,4.52168,c0
4.173315,0.452455,58.5581,6.60781,c0
2.005385,2.218335,55.056,4.03397,c0
2.197775,4.875585,63.5907,9.33226,c0
2.944125,0.25018,57.4412,1.75376,c0
0.348715,3.67314,34.6453,0.65238,c1
0.85541,3.07986,83.065,7.10759,c0
1.93105,1.185305,85.3334,4.30135,c0
2.8296,2.889645,8.8545,4.20586,c0
4.41673,3.66773,33.1521,7.99201,c0
1.84397,2.20058,77.1205,0.23445,c0
1.32756,1.918235,2.1076,2.46801,c0
2.409065,1.440715,83.2658,9.94072,c0
4.853135,3.12742,61.2325,6.51263,c0
4.772515,2.075195,8.96,6.56548,c0
2.660995,4.94152,74.3893,9.51671,c0
1.7623,3.91144,88.6693,2.07242,c0
3.606025,0.975765,61.7498,5.70745,c0
3.601505,1.442725,22.4326,2.02655,c0
3.29609,3.2665,98.341,6.63946,c0
2.276615,0.343435,72.7752,2.97332,c0
1.720975,3.400365,0.048,1.04977,c0
3.29137,1.47928,8.6489,2.66983,c0
1.401665,0.308865,72.4654,3.67822,c0
3.8882,1.0457,84.2918,6.01989,c0
0.766955,3.96651,22.9871,7.15494,c0
3.06928,1.697875,65.8957,2.06424,c0
3.71446,0.480875,61.5246,3.55635,c0
4.999265,0.78543,43.9736,9.87774,c0
2.56306,0.312895,40.2458,4.73134,c0
3.62166,3.05529,94.3171,3.72495,c0
2.85375,2.615555,7.7242,2.99913,c0
2.57097,1.43587,75.4346,0.32563,c0
4.70601,4.92939,77.8885,6.32042,c0
0.712525,0.76591,75.3607,3.58194,c0
1.686695,3.72297,39.1645,4.54334,c0
4.892145,0.581225,45.7278,4.61857,c0
4.39841,2.51676,54.1987,5.82582,c0
2.727565,4.32266,85.99,7.48767,c0
2.244545,0.578495,25.5555,4.83591,c0
4.523755,3.578555,65.6902,3.38998,c0
3.07783,1.42851,27.7775,6.83157,c0
4.64404,2.224925,97.6616,8.76372,c0
1.689585,1.64316,31.1995,4.22162,c0
3.91919,1.576745,0.0528,5.09291,c0
4.34662,1.694715,67.9082,4.70927,c0
0.926415,3.913515,10.0688,0.78656,c0
2.83284,1.815975,15.2371,2.61988,c0
1.220305,2.992475,37.317,7.98036,c0
2.70256,2.12786,97.1864,7.51447,c0
4.847825,1.412675,69.6503,9.6124,c0
1.702615,2.51832,29.1611,6.69057,c0
3.72926,0.943245,69.3964,4.62456,c0
0.57024,4.010765,56.4152,0.67197,c1
1.73729,3.179105,22.8652,1.641,c0
4.663775,4.610365,61.5944,3.2889,c0
1.556115,4.137415,31.024,3.97544,c0
1.13325,3.866485,41.7669,0.45026,c0
3.65272,2.658025,54.2323,1.3187,c0
2.58782,1.6395,80.334,4.20941,c0
3.94226,3.72127,48.925,5.9581,c0
4.467155,2.810305,64.2096,1.22506,c0
2.979695,4.04627,59.1367,3.88034,c0
4.573745,0.920815,21.6609,7.21895,c0
0.759555,3.583155,50.7559,3.6093,c1
4.473225,4.983695,81.1998,1.53177,c0
2.45604,2.7624,1.401,8.13039,c0
3.719675,4.94962,76.9156,8.37882,c0
1.685305,1.614585,83.8083,7.75309,c0
4.11298,2.570355,50.6407,3.90719,c0
4.12216,3.12387,5.6221,4.26305,c0
2.445275,0.64595,26.3385,0.65583,c0
0.553,4.428435,93.4787,9.2155,c1
1.44348,4.89426,57.1055,3.52012,c0
4.69719,0.73121,34.2738,1.72144,c0
4.86497,3.931175,70.1769,3.82258,c0
2.37882,3.03413,11.5044,3.5782,c0
3.953435,4.09974,60.3273,0.59115,c0
4.88089,2.05924,99.5758,2.09587,c0
3.711905,2.136555,7.0571,0.64673,c0
0.56396,1.969885,3.9643,3.47131,c0
3.700055,4.913605,15.9539,1.60143,c0
0.08133,3.75532,60.1266,2.06113,c1
4.312715,1.74392,9.6221,4.36925,c0
1.77269,4.391965,29.0455,3.40529,c0
0.746725,0.989285,18.5682,4.29054,c0
0.068385,4.14463,52.3038,1.35291,c1
3.11307,3.958285,47.4353,2.47194,c0
0.98623,0.620975,54.576,2.14178,c0
2.40142,0.333005,16.9749,1.44341,c0
0.052975,4.44248,6.4291,0.7832,c1
3.254,0.61258,7.1491,1.73376,c0
4.23239,2.645205,85.3225,7.60364,c0
0.75593,2.312,51.7518,8.46634,c1
0.69209,2.17365,97.6986,5.29483,c1
4.69899,2.90435,59.9402,9.57645,c0
1.491,2.08096,50.0537,9.32392,c0
1.025855,3.74477,65.068,9.75201,c0
4.519635,4.29877,81.8801,7.05502,c0
1.41188,0.464525,26.2095,6.69906,c0
2.275115,4.08998,98.3703,3.43402,c0
3.19138,1.573315,32.7665,8.83363,c0
1.303005,2.54772,65.7742,3.58799,c0
3.085535,3.25821,87.548,6.00161,c0
1.388,4.75383,57.2988,5.19082,c0
4.43884,4.617465,68.7132,7.32808,c0
4.82547,3.460065,62.4426,5.94669,c0
3.921275,3.817485,95.9687,2.79779,c0
2.355915,4.405375,97.6531,4.04289,c0
4.90305,1.911215,51.411,7.66819,c0
3.59434,0.632515,81.2012,1.92353,c0
0.95913,2.306275,30.4035,1.31675,c0
1.036635,4.417245,60.1596,6.2358,c0
4.210435,0.12108,22.8803,4.624,c0
2.9749,1.673445,2.3789,9.3002,c0
4.458835,1.917225,50.4662,2.4939,c0
1.903825,4.94737,91.3496,9.95647,c0
1.32293,2.54649,9.8042,0.61315,c0
1.250135,2.3644,86.8423,4.13657,c0
2.831635,2.10061,97.4809,8.05084,c0
4.507115,1.141495,39.2162,8.01655,c0
0.182655,2.202235,16.94,9.80029,c1
2.10624,0.528675,70.2858,9.09859,c0
4.622835,2.12527,92.7758,5.8643,c0
2.60801,0.29279,58.6377,3.07494,c0
3.657405,1.482905,42.7957,5.98561,c0
1.0439,2.10689,92.2873,6.82533,c0
0.0452,2.471605,83.2434,1.62413,c1
3.491575,2.45843,76.5659,0.39928,c0
3.286865,0.909385,67.5731,9.28232,c0
3.21535,1.939625,10.1298,3.33503,c0
4.563045,1.556565,84.1654,1.78046,c0
4.95388,2.03325,66.9804,3.16657,c0
2.329655,4.457385,63.3754,6.58333,c0
0.187235,1.75708,47.3881,6.47026,c1
2.027185,0.29069,69.3038,2.77977,c0
2.46524,2.78041,85.6084,5.30283,c0
4.611145,3.96799,76.6814,0.81688,c0
3.129235,2.875745,27.282,4.38205,c0
4.860625,1.96719,58.2576,1.59014,c0
4.009235,3.8191,14.4102,6.86183,c0
1.67203,0.14024,33.0844,3.99131,c0
4.92848,1.102115,40.7941,9.05321,c0
3.79503,4.98303,51.0846,2.51548,c0
0.097515,4.069265,65.8305,6.94285,c1
0.717705,2.605745,14.2975,9.02885,c1
3.72972,1.343465,99.5537,9.86059,c0
4.658,0.892065,60.1897,5.29892,c0
1.460385,2.653375,96.8147,9.14756,c0
0.868425,1.58534,57.4243,5.38848,c0
0.401335,4.425605,23.487,2.17652,c1
4.71111,0.290205,89.4778,9.51515,c0
1.913155,2.755215,82.5917,4.57591,c0
0.21023,3.627745,26.495,3.47786,c1
2.42705,3.61769,13.2312,6.0092,c0
1.038745,4.032615,10.7736,0.25192,c0
3.898305,1.43572,0.2217,7.36111,c0
1.146665,3.930305,6.2683,2.85431,c0
1.7235,3.36408,57.3164,9.68223,c0
3.487675,2.282925,87.5055,0.08054,c0
4.203385,2.90583,71.9095,7.74366,c0
1.551285,2.741695,68.2988,9.21489,c0
3.88353,2.723205,24.1111,3.55317,c0
4.657475,3.894495,95.6564,2.31544,c0
2.354745,2.756375,18.0843,7.68446,c0
4.220905,3.34672,59.2705,5.17547,c0
1.345305,1.01346,88.5348,8.77116,c0
4.441675,3.62371,91.9796,0.56286,c0
4.187015,0.644985,70.2439,4.01696,c0
2.129695,4.133095,61.595,9.83895,c0
2.98717,3.166145,43.5353,6.07363,c0
1.619715,4.675275,79.4803,9.55853,c0
3.088375,3.94007,93.5659,4.13838,c0
1.98399,2.24031,76.2765,2.15245,c0
2.64834,2.285455,46.3325,9.62207,c0
4.999675,4.079595,20.1625,2.29445,c0
1.421605,4.82178,69.2832,9.24001,c0
3.577925,1.29046,78.0412,3.05368,c0
4.07531,1.91544,49.4265,0.87678,c0
1.611785,3.402125,45.0425,8.43471,c0
4.62092,3.34002,86.8259,0.07656,c0
2.449845,0.70116,92.7336,1.40623,c0
4.794095,0.51406,66.373,7.51081,c0
4.45273,2.284815,11.4268,9.0204,c0
0.464575,3.929505,95.7287,0.27454,c1
3.33947,4.08048,46.9769,8.72404,c0
1.408235,0.634235,22.3229,2.36291,c0
2.280705,2.31953,57.4562,2.46356,c0
1.023275,2.88183,67.304,2.17976,c0
1.94587,4.203885,40.1007,7.68489,c0
3.822585,0.311955,39.3283,7.42947,c0
3.96128,3.753525,3.9156,6.83021,c0
4.78434,4.27458,16.0803,0.24387,c0
2.486215,2.07324,88.333,9.43291,c0
0.892855,4.16137,6.4139,7.89565,c0
4.86404,2.52696,53.3096,3.4124,c0
1.451665,1.857465,31.0063,6.94994,c0
3.555305,2.557835,91.2586,4.67026,c0
0.00099,1.67698,84.4137,1.20549,c1
2.81,0.14245,36.2029,6.58941,c0
1.921455,4.395495,66.4211,6.27713,c0
4.785855,4.117415,70.5427,3.53774,c0
3.05628,0.2428,95.5745,6.17106,c0
1.06981,3.8666,54.8271,4.97789,c0
0.933755,1.969185,42.7895,9.70441,c0
1.80962,0.107295,30.9203,9.28458,c0
1.422275,0.348575,47.9232,7.1208,c0
0.91272,4.76363,73.9532,8.87121,c0
4.89974,0.73177,7.2031,9.75335,c0
2.01924,4.16545,93.4513,0.72721,c0
2.26949,0.51305,44.4014,8.08676,c0
1.206365,1.061,9.0288,8.96771,c0
2.404795,3.62349,3.647,6.06996,c0
3.63091,2.181675,51.0408,8.49712,c0
3.85385,4.414215,26.7646,2.03101,c0
2.567285,4.34708,61.5822,1.38814,c0
4.8874,4.54288,3.0321,9.04562,c0
0.547785,3.348765,96.2261,0.07782,c1
2.22097,2.72666,4.2474,0.11109,c0
3.56227,1.10082,51.891,3.98214,c0
