@relation 'DDoS'

@attribute ' Protocol' {0,6,17}
@attribute ' Flow Duration' numeric
@attribute ' Total Fwd Packets' numeric
@attribute ' Total Backward Packets' numeric
@attribute 'Total Length of Fwd Packets' numeric
@attribute ' Total Length of Bwd Packets' numeric
@attribute ' Fwd Packet Length Max' numeric
@attribute ' Fwd Packet Length Min' numeric
@attribute ' Fwd Packet Length Mean' numeric
@attribute ' Fwd Packet Length Std' numeric
@attribute 'Bwd Packet Length Max' numeric
@attribute ' Bwd Packet Length Min' numeric
@attribute ' Bwd Packet Length Mean' numeric
@attribute ' Bwd Packet Length Std' numeric
@attribute 'Flow Bytes/s' numeric
@attribute ' Flow Packets/s' numeric
@attribute ' Flow IAT Mean' numeric
@attribute ' Flow IAT Std' numeric
@attribute ' Flow IAT Max' numeric
@attribute ' Flow IAT Min' numeric
@attribute 'Fwd IAT Total' numeric
@attribute ' Fwd IAT Mean' numeric
@attribute ' Fwd IAT Std' numeric
@attribute ' Fwd IAT Max' numeric
@attribute ' Fwd IAT Min' numeric
@attribute 'Bwd IAT Total' numeric
@attribute ' Bwd IAT Mean' numeric
@attribute ' Bwd IAT Std' numeric
@attribute ' Bwd IAT Max' numeric
@attribute ' Bwd IAT Min' numeric
@attribute 'Fwd PSH Flags' numeric
@attribute ' Bwd PSH Flags' numeric
@attribute ' Fwd URG Flags' numeric
@attribute ' Bwd URG Flags' numeric
@attribute ' Fwd Header Length' numeric
@attribute ' Bwd Header Length' numeric
@attribute 'Fwd Packets/s' numeric
@attribute ' Bwd Packets/s' numeric
@attribute ' Min Packet Length' numeric
@attribute ' Max Packet Length' numeric
@attribute ' Packet Length Mean' numeric
@attribute ' Packet Length Std' numeric
@attribute ' Packet Length Variance' numeric
@attribute 'FIN Flag Count' numeric
@attribute ' SYN Flag Count' numeric
@attribute ' RST Flag Count' numeric
@attribute ' PSH Flag Count' numeric
@attribute ' ACK Flag Count' numeric
@attribute ' URG Flag Count' numeric
@attribute ' CWE Flag Count' numeric
@attribute ' ECE Flag Count' numeric
@attribute ' Down/Up Ratio' numeric
@attribute ' Average Packet Size' numeric
@attribute ' Avg Fwd Segment Size' numeric
@attribute ' Avg Bwd Segment Size' numeric
@attribute 'Fwd Avg Bytes/Bulk' numeric
@attribute ' Fwd Avg Packets/Bulk' numeric
@attribute ' Fwd Avg Bulk Rate' numeric
@attribute ' Bwd Avg Bytes/Bulk' numeric
@attribute ' Bwd Avg Packets/Bulk' numeric
@attribute 'Bwd Avg Bulk Rate' numeric
@attribute 'Subflow Fwd Packets' numeric
@attribute ' Subflow Fwd Bytes' numeric
@attribute ' Subflow Bwd Packets' numeric
@attribute ' Subflow Bwd Bytes' numeric
@attribute Init_Win_bytes_forward numeric
@attribute ' Init_Win_bytes_backward' numeric
@attribute ' act_data_pkt_fwd' numeric
@attribute ' min_seg_size_forward' numeric
@attribute 'Active Mean' numeric
@attribute ' Active Std' numeric
@attribute ' Active Max' numeric
@attribute ' Active Min' numeric
@attribute 'Idle Mean' numeric
@attribute ' Idle Std' numeric
@attribute ' Idle Max' numeric
@attribute ' Idle Min' numeric
@attribute ' Label' {BENIGN,DDoS}

@data
17,189,2,2,88,188,44,44,44,0,94,94,94,0,1460317.46,21164.02116,63,69.072426,138,2,49,49,0,49,49,2,2,0,2,2,0,0,0,0,40,40,10582.01058,10582.01058,44,94,64,27.386128,750,0,0,0,0,0,0,0,0,1,80,44,94,0,0,0,0,0,0,2,88,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,48605,2,2,64,198,32,32,32,0,99,99,99,0,5390.391935,82.29606,16201.66667,28020.55005,48557,1,1,1,0,1,1,47,47,0,47,47,0,0,0,0,64,40,41.14803,41.14803,32,99,58.8,36.697411,1346.7,0,0,0,0,0,0,0,0,1,73.5,32,99,0,0,0,0,0,0,2,64,2,198,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,5776225,7,4,635,150,517,0,90.714286,190.707205,150,0,37.5,75,135.901908,1.904358,577622.5,1796127.048,5689256,4,5776225,962704.1667,2342362.483,5744006,4,71347,23782.33333,28365.46154,55179,4,0,0,0,0,232,136,1.211864,0.692494,0,517,65.416667,149.838372,22451.53788,0,0,0,1,0,0,0,0,0,71.363636,90.714286,37.5,0,0,0,0,0,0,7,635,4,150,29200,235,3,32,86965,0,86965,86965,5689256,0,5689256,5689256,BENIGN
6,4413,2,1,44,6,38,6,22,22.627417,6,6,6,0,11330.16089,679.809653,2206.5,3031.366771,4350,63,4413,4413,0,4413,4413,0,0,0,0,0,1,0,0,0,40,20,453.206435,226.603218,6,38,22,18.475209,341.333333,0,1,0,0,1,0,0,0,0,29.333333,22,6,0,0,0,0,0,0,2,44,1,6,351,0,1,20,0,0,0,0,0,0,0,0,BENIGN
6,9960297,1,7,6,42,6,6,6,0,6,6,6,0,4.819133,0.803189,1422899.571,3751797.821,9931145,143,0,0,0,0,0,9932326,1655387.667,4054276.541,9931145,143,0,0,0,0,20,140,0.100399,0.70279,6,6,6,0,0,0,0,0,0,1,1,0,0,7,6.75,6,6,0,0,0,0,0,0,1,6,7,42,229,0,0,20,29152,0,29152,29152,9931145,0,9931145,9931145,BENIGN
6,5671300,1,7,6,42,6,6,6,0,6,6,6,0,8.463668,1.410611,810185.7143,2127053.282,5633827,0,0,0,0,0,0,5665836,944306,2297417.134,5633827,0,0,0,0,0,20,140,0.176326,1.234285,6,6,6,0,0,0,0,0,0,1,1,0,0,7,6.75,6,6,0,0,0,0,0,0,1,6,7,42,229,0,0,20,37473,0,37473,37473,5633827,0,5633827,5633827,BENIGN
17,168,2,2,78,110,39,39,39,0,55,55,55,0,1119047.619,23809.52381,56,56.426944,116,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,11904.7619,11904.7619,39,55,45.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,0,0,0,0,0,0,2,78,2,110,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,5406406,1,5,6,30,6,6,6,0,6,6,6,0,6.658767,1.109795,1081281.2,2397995.231,5370867,3,0,0,0,0,0,5405858,1351464.5,2679648.248,5370867,3,0,0,0,0,20,100,0.184966,0.924829,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,35539,0,35539,35539,5370867,0,5370867,5370867,BENIGN
6,5103117,8,6,390,3716,209,0,48.75,77.13578,1460,0,619.333333,679.909014,804.606283,2.743421,392547.4615,1318590.376,4777402,4,5103117,729016.7143,1787108.794,4777402,4,89969,17993.8,23659.94733,49151,50,0,0,0,0,172,132,1.567669,1.175752,0,1460,273.733333,503.52592,253538.3524,0,0,0,1,0,0,0,0,0,293.285714,48.75,619.333333,0,0,0,0,0,0,8,390,6,3716,8192,119,7,20,0,0,0,0,0,0,0,0,BENIGN
6,3114084,11,9,819,5815,501,0,74.454545,155.808449,1448,0,646.111111,666.831209,2130.321469,6.422434,163899.1579,660008.9682,2888275,33,3114084,311408.4,905839.2925,2888562,197,3063068,382883.5,1014128.824,2891413,195,0,0,0,0,360,296,3.532339,2.890095,0,1448,315.904762,525.474824,276123.7905,0,0,0,1,0,0,0,0,0,331.7,74.454545,646.111111,0,0,0,0,0,0,11,819,9,5815,29200,114,3,32,0,0,0,0,0,0,0,0,BENIGN
17,121122,2,2,76,300,38,38,38,0,150,150,150,0,3104.308053,33.024554,40374,69923.75713,121115,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,16.512277,16.512277,38,150,82.8,61.344926,3763.2,0,0,0,0,0,0,0,0,1,103.5,38,150,0,0,0,0,0,0,2,76,2,300,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,153,1,1,6,6,6,6,6,0,6,6,6,0,78431.37255,13071.89542,153,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6535.947712,6535.947712,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0,0,0,0,0,0,0,0,BENIGN
6,117941374,39,39,1154,46956,580,0,29.589744,128.935871,4344,0,1204,1026.653352,407.914529,0.661346,1531706.156,3550337.466,10200000,1,118000000,3103720.368,4643402.237,10300000,49,114000000,3011617.789,4677860.455,10300000,45,0,0,0,0,1256,1256,0.330673,0.330673,0,4344,608.987342,933.391727,871220.1152,0,0,0,1,0,0,0,0,1,616.794872,29.589744,1204,0,0,0,0,0,0,39,1154,39,46956,29200,257,2,32,288464.3636,557588.1896,1969656,120244,10100000,40829.2582,10200000,10000000,BENIGN
6,6064306,1,5,6,30,6,6,6,0,6,6,6,0,5.936376,0.989396,1212861.2,2689611.181,6024125,1,0,0,0,0,0,6057879,1514469.75,3006475.171,6024125,1,0,0,0,0,20,100,0.164899,0.824497,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,40181,0,40181,40181,6024125,0,6024125,6024125,BENIGN
6,93347364,6,9,11613,62,7300,0,1935.5,3138.79504,20,0,6.888889,5.301991,125.070484,0.16069,6667668.857,22500000,84400000,1,93300000,18700000,41100000,92100000,3,92100000,11500000,29600000,84400000,1,0,0,0,0,132,192,0.064276,0.096414,0,7300,730.0625,2052.802328,4213997.396,0,0,0,0,1,1,0,0,1,778.733333,1935.5,6.888889,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,40184,0,40184,40184,46000000,54200000,84400000,7694345,BENIGN
17,48205,1,1,54,132,54,54,54,0,132,132,132,0,3858.5209,41.489472,48205,0,48205,48205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20.744736,20.744736,54,132,80,45.033321,2028,0,0,0,0,0,0,0,0,1,120,54,132,0,0,0,0,0,0,1,54,1,132,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
17,136,2,2,62,94,31,31,31,0,47,47,47,0,1147058.824,29411.76471,45.333333,72.459184,129,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,14705.88235,14705.88235,31,47,37.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,46.75,31,47,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
17,48278,2,2,78,138,39,39,39,0,69,69,69,0,4474.087576,82.853474,16092.66667,27868.98621,48273,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,41.426737,41.426737,39,69,51,16.431677,270,0,0,0,0,0,0,0,0,1,63.75,39,69,0,0,0,0,0,0,2,78,2,138,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,415512,7,2,11601,26,7300,0,1657.285714,2589.00526,20,6,13,9.899495,27982.34467,21.660024,51939,143059.3718,405916,48,415512,69252,164969.0353,405916,48,233,233,0,233,233,0,0,0,0,164,40,16.846686,4.813339,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0,0,0,0,0,0,0,0,BENIGN
6,10000147,5,8,12976,50,5840,0,2595.2,2976.615981,20,0,6.25,6.18177,1302.580852,1.299981,833345.5833,2740491.695,9528546,1,10000000,2500036.75,4726671.929,9585070,146,9608451,1372635.857,3596460.51,9528546,1,1,0,0,0,112,184,0.499993,0.799988,0,5840,1028.642857,2079.090134,4322615.786,0,1,0,0,1,1,0,0,1,1107.769231,2595.2,6.25,0,0,0,0,0,0,5,12976,8,50,229,256,3,20,56472,0,56472,56472,9528546,0,9528546,9528546,BENIGN
6,706,4,0,0,0,0,0,0,0,0,0,0,0,0,5665.72238,235.333333,365.92941,657,1,706,235.333333,365.92941,657,1,0,0,0,0,0,0,0,0,0,128,0,5665.72238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
6,356,2,0,0,0,0,0,0,0,0,0,0,0,0,5617.977528,356,0,356,356,356,356,0,356,356,0,0,0,0,0,0,0,0,0,64,0,5617.977528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30016,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
17,79238646,2,2,102,286,55,47,51,5.656854,175,111,143,45.254834,4.896601,0.05048,26400000,45700000,79200000,30701,79200000,79200000,0,79200000,79200000,79200000,79200000,0,79200000,79200000,0,0,0,0,52,64,0.02524,0.02524,47,175,87,56,3136,0,0,0,0,0,0,0,0,1,108.75,51,143,0,0,0,0,0,0,2,102,2,286,-1,-1,1,20,30701,0,30701,30701,79200000,0,79200000,79200000,BENIGN
6,73626477,5,9,11613,62,11595,0,2322.6,5183.42983,20,0,6.888889,5.301991,158.570673,0.190149,5663575.154,17100000,61600000,1,73600000,18400000,35900000,72200000,4,72200000,9026865.5,21600000,61600000,1,0,0,0,0,112,192,0.06791,0.122239,0,11595,778.733333,2992.233243,8953459.781,0,0,0,0,1,1,0,0,1,834.357143,2322.6,6.888889,0,0,0,0,0,0,5,11613,9,62,229,256,3,20,24261,0,24261,24261,36100000,36100000,61600000,10600000,BENIGN
6,66948,3,4,433,2281,427,0,144.333333,244.814896,2267,2,570.25,1131.168238,40538.92573,104.558762,11158,16615.99377,32686,5,33171,16585.5,22913.79524,32788,383,34262,11420.66667,18700.43011,33002,5,0,0,0,0,72,84,44.810898,59.747864,0,2267,339.25,792.915551,628715.0714,0,0,0,1,0,0,0,0,1,387.714286,144.333333,570.25,0,0,0,0,0,0,3,433,4,2281,8192,30016,2,20,0,0,0,0,0,0,0,0,BENIGN
17,61072,1,1,40,116,40,40,40,0,116,116,116,0,2554.362064,32.748232,61072,0,61072,61072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.374116,16.374116,40,116,65.333333,43.87862,1925.333333,0,0,0,0,0,0,0,0,1,98,40,116,0,0,0,0,0,0,1,40,1,116,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
6,3,2,0,31,0,31,0,15.5,21.92031,0,0,0,0,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,31,20.666667,17.897858,320.333333,0,1,0,0,1,0,0,0,0,31,15.5,0,0,0,0,0,0,0,2,31,0,0,1394,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
6,2153684,1,5,6,30,6,6,6,0,6,6,6,0,16.715544,2.785924,430736.8,954255.1172,2137742,4,0,0,0,0,0,2149977,537494.25,1066843.983,2137742,4,0,0,0,0,20,100,0.464321,2.321603,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
6,3,2,0,37,0,31,6,18.5,17.67767,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.666667,14.433757,208.333333,0,1,0,0,1,0,0,0,0,34,18.5,0,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,174,2,2,66,98,33,33,33,0,49,49,49,0,942528.7356,22988.50575,58,60.621778,123,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,11494.25287,11494.25287,33,49,39.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,49.25,33,49,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,247,2,2,64,256,32,32,32,0,128,128,128,0,1295546.559,16194.33198,82.333333,136.544254,240,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,8097.165992,8097.165992,32,128,70.4,52.581366,2764.8,0,0,0,0,0,0,0,0,1,88,32,128,0,0,0,0,0,0,2,64,2,256,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,362,1,1,44,93,44,44,44,0,93,93,93,0,378453.0387,5524.861878,362,0,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2762.430939,2762.430939,44,93,60.333333,28.290163,800.333333,0,0,0,0,0,0,0,0,1,90.5,44,93,0,0,0,0,0,0,1,44,1,93,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
6,90902499,6,9,11613,62,5840,0,1935.5,2991.613996,20,0,6.888889,5.301991,128.434313,0.165012,6493035.643,22300000,83800000,0,90900000,18200000,40500000,90600000,4,90600000,11300000,29400000,83800000,0,0,0,0,0,132,192,0.066005,0.099007,0,5840,730.0625,1978.190435,3913237.396,0,0,0,0,1,1,0,0,1,778.733333,1935.5,6.888889,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,26977,0,26977,26977,45300000,54500000,83800000,6741458,BENIGN
6,78353270,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888889,5.301991,148.928054,0.178678,6027174.615,21100000,76200000,1,78400000,19600000,39100000,78300000,535,78300000,9787346.125,26800000,76200000,1,0,0,0,0,112,192,0.063814,0.114864,0,8760,778.333333,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.928571,2321.4,6.888889,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,2104682,0,2104682,2104682,76200000,0,76200000,76200000,BENIGN
6,116723315,16,15,515,2058,431,0,32.1875,106.360531,1460,0,137.2,396.389275,22.043582,0.265585,3890777.167,4850744.199,10200000,35,117000000,7781554.333,4105744.989,10200000,36969,111000000,7955836.143,4209919.075,10200000,208,0,0,0,0,332,444,0.137076,0.128509,0,1460,80.40625,281.784619,79402.57157,0,0,0,1,0,0,0,0,0,83,32.1875,137.2,0,0,0,0,0,0,16,515,15,2058,8192,946,15,20,89228,173713.2214,612993,36682,10000000,61988.78148,10200000,9999929,BENIGN
17,68397,4,4,132,364,33,33,33,0,91,91,91,0,7251.780049,116.964194,9771,18625.73441,48672,3,68242,22747.33333,39394.34092,68236,3,19722,6574,11302.49756,19625,48,0,0,0,0,104,80,58.482097,58.482097,33,91,58.777778,30.568684,934.444444,0,0,0,0,0,0,0,0,1,66.125,33,91,0,0,0,0,0,0,4,132,4,364,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
6,71,1,1,6,6,6,6,6,0,6,6,6,0,169014.0845,28169.01408,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14084.50704,14084.50704,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,BENIGN
17,60247,4,2,172,198,43,43,43,0,99,99,99,0,6141.384633,99.590021,12049.4,16494.51431,30237,3,30244,10081.33333,17455.31937,30237,3,4,4,0,4,4,0,0,0,0,104,40,66.393347,33.196674,43,99,59,27.325202,746.666667,0,0,0,0,0,0,0,0,0,68.833333,43,99,0,0,0,0,0,0,4,172,2,198,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
6,428291,3,4,671,421,671,0,223.666667,387.402031,421,0,105.25,210.5,2549.668333,16.344028,71381.83333,110103.9345,213658,4,213580,106790,150865.4744,213468,112,214900,71633.33333,123161.7564,213847,4,0,0,0,0,104,136,7.004583,9.339444,0,671,136.5,261.431226,68346.28571,0,0,0,1,0,0,0,0,1,156,223.666667,105.25,0,0,0,0,0,0,3,671,4,421,29200,5051,1,32,0,0,0,0,0,0,0,0,BENIGN
6,4907,2,0,12,0,6,6,6,0,0,0,0,0,2445.48604,407.581007,4907,0,4907,4907,4907,4907,0,4907,4907,0,0,0,0,0,0,0,0,0,40,0,407.581007,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,4850449,1,5,6,30,6,6,6,0,6,6,6,0,7.421993,1.236999,970089.8,2152987.01,4821448,1,0,0,0,0,0,4834926,1208731.5,2408486.041,4821448,1,0,0,0,0,20,100,0.206166,1.030832,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
17,23331,1,1,57,142,57,57,57,0,142,142,142,0,8529.424371,85.722858,23331,0,23331,23331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.861429,42.861429,57,142,85.333333,49.074773,2408.333333,0,0,0,0,0,0,0,0,1,128,57,142,0,0,0,0,0,0,1,57,1,142,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
