@relation 'DDoS'

@attribute ' Protocol' {0,6,17}
@attribute ' Flow Duration' numeric
@attribute ' Total Fwd Packets' numeric
@attribute ' Total Backward Packets' numeric
@attribute 'Total Length of Fwd Packets' numeric
@attribute ' Total Length of Bwd Packets' numeric
@attribute ' Fwd Packet Length Max' numeric
@attribute ' Fwd Packet Length Min' numeric
@attribute ' Fwd Packet Length Mean' numeric
@attribute ' Fwd Packet Length Std' numeric
@attribute 'Bwd Packet Length Max' numeric
@attribute ' Bwd Packet Length Min' numeric
@attribute ' Bwd Packet Length Mean' numeric
@attribute ' Bwd Packet Length Std' numeric
@attribute 'Flow Bytes/s' numeric
@attribute ' Flow Packets/s' numeric
@attribute ' Flow IAT Mean' numeric
@attribute ' Flow IAT Std' numeric
@attribute ' Flow IAT Max' numeric
@attribute ' Flow IAT Min' numeric
@attribute 'Fwd IAT Total' numeric
@attribute ' Fwd IAT Mean' numeric
@attribute ' Fwd IAT Std' numeric
@attribute ' Fwd IAT Max' numeric
@attribute ' Fwd IAT Min' numeric
@attribute 'Bwd IAT Total' numeric
@attribute ' Bwd IAT Mean' numeric
@attribute ' Bwd IAT Std' numeric
@attribute ' Bwd IAT Max' numeric
@attribute ' Bwd IAT Min' numeric
@attribute 'Fwd PSH Flags' numeric
@attribute ' Bwd PSH Flags' numeric
@attribute ' Fwd URG Flags' numeric
@attribute ' Bwd URG Flags' numeric
@attribute ' Fwd Header Length' numeric
@attribute ' Bwd Header Length' numeric
@attribute 'Fwd Packets/s' numeric
@attribute ' Bwd Packets/s' numeric
@attribute ' Min Packet Length' numeric
@attribute ' Max Packet Length' numeric
@attribute ' Packet Length Mean' numeric
@attribute ' Packet Length Std' numeric
@attribute ' Packet Length Variance' numeric
@attribute 'FIN Flag Count' numeric
@attribute ' SYN Flag Count' numeric
@attribute ' RST Flag Count' numeric
@attribute ' PSH Flag Count' numeric
@attribute ' ACK Flag Count' numeric
@attribute ' URG Flag Count' numeric
@attribute ' CWE Flag Count' numeric
@attribute ' ECE Flag Count' numeric
@attribute ' Down/Up Ratio' numeric
@attribute ' Average Packet Size' numeric
@attribute ' Avg Fwd Segment Size' numeric
@attribute ' Avg Bwd Segment Size' numeric
@attribute 'Fwd Avg Bytes/Bulk' numeric
@attribute ' Fwd Avg Packets/Bulk' numeric
@attribute ' Fwd Avg Bulk Rate' numeric
@attribute ' Bwd Avg Bytes/Bulk' numeric
@attribute ' Bwd Avg Packets/Bulk' numeric
@attribute 'Bwd Avg Bulk Rate' numeric
@attribute 'Subflow Fwd Packets' numeric
@attribute ' Subflow Fwd Bytes' numeric
@attribute ' Subflow Bwd Packets' numeric
@attribute ' Subflow Bwd Bytes' numeric
@attribute Init_Win_bytes_forward numeric
@attribute ' Init_Win_bytes_backward' numeric
@attribute ' act_data_pkt_fwd' numeric
@attribute ' min_seg_size_forward' numeric
@attribute 'Active Mean' numeric
@attribute ' Active Std' numeric
@attribute ' Active Max' numeric
@attribute ' Active Min' numeric
@attribute 'Idle Mean' numeric
@attribute ' Idle Std' numeric
@attribute ' Idle Max' numeric
@attribute ' Idle Min' numeric
@attribute ' Label' {BENIGN,DDoS}

@data
17,50453,2,2,60,192,30,30,30,0,96,96,96,0,4994.747587,79.281708,16817.66667,29124.72301,50448,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,64,40,39.640854,39.640854,30,96,56.4,36.149689,1306.8,0,0,0,0,0,0,0,0,1,70.5,30,96,0,0,0,0,0,0,2,60,2,192,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,11367731,1,5,1375,24,1375,1375,1375,0,6,0,4.8,2.683282,123.067655,0.52781,2273546.2,5076757.743,11400000,3,0,0,0,0,0,11400000,2840922,5676136.326,11400000,3,1,0,0,0,20,112,0.087968,0.439842,0,1375,396.285714,668.59273,447016.2381,0,1,0,0,1,1,0,0,5,462.333333,1375,4.8,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,12606,0,12606,12606,11400000,0,11400000,11400000,BENIGN
6,4,3,0,43,0,31,6,14.333333,14.433757,0,0,0,0,10800000,750000,2,1.414214,3,1,4,2,1.414214,3,1,0,0,0,0,0,0,0,0,0,60,0,750000,0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.333333,14.333333,0,0,0,0,0,0,0,3,43,0,0,1026,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
17,127524,4,4,152,400,38,38,38,0,100,100,100,0,4328.59697,62.733289,18217.71429,32178.03269,78583,3,127339,42446.33333,73506.21569,127324,3,78937,26312.33333,45434.93251,78776,4,0,0,0,0,80,104,31.366645,31.366645,38,100,65.555556,32.676869,1067.777778,0,0,0,0,0,0,0,0,1,73.75,38,100,0,0,0,0,0,0,4,152,4,400,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
6,73498804,5,9,11607,62,5840,0,2321.4,3173.373883,20,0,6.888889,5.301991,158.764488,0.190479,5653754.154,17900000,64800000,2,73500000,18400000,36300000,72800000,152,72800000,9099743.125,22700000,64800000,2,0,0,0,0,112,192,0.068028,0.122451,0,5840,778.333333,2037.844508,4152810.238,0,0,0,0,1,1,0,0,1,833.928571,2321.4,6.888889,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,7618,0,7618,7618,36400000,40200000,64800000,7982737,BENIGN
6,4057426,1,5,6,30,6,6,6,0,6,6,6,0,8.87262,1.47877,811485.2,1797241.245,4026418,1,0,0,0,0,0,4054632,1013658,2008550.684,4026418,1,0,0,0,0,20,100,0.246462,1.232308,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
6,8811902,1,5,6,30,6,6,6,0,6,6,6,0,4.085384,0.680897,1762380.4,3919288.008,8773370,0,0,0,0,0,0,8807365,2201841.25,4381048.474,8773370,0,0,0,0,0,20,100,0.113483,0.567414,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,38532,0,38532,38532,8773370,0,8773370,8773370,BENIGN
6,82053,3,5,433,2278,427,0,144.333333,244.814896,1460,0,455.6,660.199061,33039.62073,97.497959,11721.85714,15345.40362,32654,1,48320,24160,12098.59703,32715,15605,49433,12358.25,24000.22774,48354,1,0,0,0,0,72,112,36.561734,60.936224,0,1460,301.222222,518.05641,268382.4444,0,0,0,1,0,0,0,0,1,338.875,144.333333,455.6,0,0,0,0,0,0,3,433,5,2278,8192,237,2,20,0,0,0,0,0,0,0,0,BENIGN
6,616975,2,4,43,24,37,6,21.5,21.92031,6,6,6,0,108.594352,9.724867,123395,275711.6689,616603,1,616779,616779,0,616779,616779,616803,205601,356107.914,616799,1,0,0,0,0,40,80,3.241622,6.483245,6,37,10.428571,11.716899,137.285714,0,0,0,0,1,0,0,0,2,12.166667,21.5,6,0,0,0,0,0,0,2,43,4,24,131,0,1,20,0,0,0,0,0,0,0,0,BENIGN
6,8550,15,6,19897,0,2896,0,1326.466667,1136.570208,0,0,0,0,2327134.503,2456.140351,427.5,1520.548879,6761,1,8550,610.714286,1805.647356,6761,1,6972,1394.4,3113.501212,6964,1,0,0,0,0,496,208,1754.385965,701.754386,0,2896,904.409091,1122.979992,1261084.063,0,0,0,1,0,0,0,0,0,947.476191,1326.466667,0,0,0,0,0,0,0,15,19897,6,0,29200,362,10,32,0,0,0,0,0,0,0,0,BENIGN
17,305,2,2,66,98,33,33,33,0,49,49,49,0,537704.918,13114.7541,101.666667,170.030389,298,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,6557.377049,6557.377049,33,49,39.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,49.25,33,49,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,171,2,0,0,0,0,0,0,0,0,0,0,0,0,11695.90643,171,0,171,171,171,171,0,171,171,0,0,0,0,0,0,0,0,0,64,0,11695.90643,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30536,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
17,190,2,2,98,130,49,49,49,0,65,65,65,0,1200000,21052.63158,63.333333,68.631868,138,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,64,64,10526.31579,10526.31579,49,65,55.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,69.25,49,65,0,0,0,0,0,0,2,98,2,130,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
17,207,2,2,82,248,41,41,41,0,124,124,124,0,1594202.899,19323.6715,69,113.45043,200,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,9661.835749,9661.835749,41,124,74.2,45.460972,2066.7,0,0,0,0,0,0,0,0,1,92.75,41,124,0,0,0,0,0,0,2,82,2,248,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,1439638,3,4,595,935,595,0,198.333333,343.52341,935,0,233.75,467.5,1062.767168,4.862333,239939.6667,391362.8189,1009763,4,1223784,611892,562674.5643,1009763,214021,1225687,408562.3333,706157.3474,1223962,4,0,0,0,0,104,136,2.083857,2.778476,0,935,191.25,365.598824,133662.5,0,0,0,1,0,0,0,0,1,218.571429,198.333333,233.75,0,0,0,0,0,0,3,595,4,935,29200,4975,1,32,0,0,0,0,0,0,0,0,BENIGN
6,5517269,8,5,376,3037,195,0,47,73.030326,1520,0,607.4,806.220069,618.603153,2.356238,459772.4167,1505374.823,5238744,3,5517269,788181.2857,1963299.647,5238744,3,118430,29607.5,33266.30732,64272,207,0,0,0,0,172,112,1.449993,0.906245,0,1520,243.785714,531.152764,282123.2582,0,0,0,1,0,0,0,0,0,262.538461,47,607.4,0,0,0,0,0,0,8,376,5,3037,8192,110,7,20,278522,0,278522,278522,5238744,0,5238744,5238744,BENIGN
6,74517895,12,13,632,3297,223,0,52.666667,75.477069,1616,0,253.615385,571.243022,52.72559,0.33549,3104912.292,12300000,59000000,1,74500000,6774354.091,17900000,59200000,59,59600000,4966305.917,17100000,59200000,1,0,0,0,0,252,268,0.161035,0.174455,0,1616,151.115385,412.514759,170168.4262,0,0,0,1,0,0,0,0,1,157.16,52.666667,253.615385,0,0,0,0,0,0,12,632,13,3297,8192,4976,11,20,396768,240522.3716,566843,226693,36900000,31300000,59000000,14700000,BENIGN
17,336,2,2,66,164,33,33,33,0,82,82,82,0,684523.8095,11904.7619,112,153.365576,287,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,40,40,5952.380952,5952.380952,33,82,52.6,26.838405,720.3,0,0,0,0,0,0,0,0,1,65.75,33,82,0,0,0,0,0,0,2,66,2,164,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,352920,5,6,1185,734,611,0,237,300.999169,552,2,122.333333,216.66441,5437.492916,31.168537,35292,54291.08454,113977,3,230239,57559.75,65542.0778,114770,334,239138,47827.6,61471.57569,115330,3,0,0,0,0,112,124,14.167517,17.00102,0,611,159.916667,245.111647,60079.7197,0,0,0,1,0,0,0,0,1,174.454545,237,122.333333,0,0,0,0,0,0,5,1185,6,734,8192,31161,4,20,0,0,0,0,0,0,0,0,BENIGN
17,227,2,2,86,204,43,43,43,0,102,102,102,0,1277533.04,17621.14537,75.666667,88.793769,175,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,80,80,8810.572687,8810.572687,43,102,66.6,32.315631,1044.3,0,0,0,0,0,0,0,0,1,83.25,43,102,0,0,0,0,0,0,2,86,2,204,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
6,115930807,20,18,1294,5762,842,0,64.7,189.825987,2021,0,320.111111,636.165432,60.863891,0.327782,3133265.054,4619389.049,10000000,3,116000000,6101621.421,4880468.084,10000000,3,110000000,6489264,4931830.415,10000000,50,0,0,0,0,412,504,0.172517,0.155265,0,2021,180.923077,464.991872,216217.4413,0,0,0,1,0,0,0,0,0,185.684211,64.7,320.111111,0,0,0,0,0,0,20,1294,18,5762,8192,125,19,20,27598.33333,18931.3679,87710,21954,9633302,1272936.684,10000000,5591186,BENIGN
6,115296728,23,22,2204,4165,672,0,95.826087,204.84421,1460,0,189.318182,418.164628,55.240076,0.390297,2620380.182,4330403.607,10000000,48,115000000,5238442.318,4944702.159,10100000,141,115000000,5487894.905,4938219.183,10100000,214,0,0,0,0,496,572,0.199485,0.190812,0,1460,138.456522,323.629466,104736.0314,0,0,0,1,0,0,0,0,0,141.533333,95.826087,189.318182,0,0,0,0,0,0,23,2204,22,4165,8192,125,20,20,541430,1507120.393,5079237,50786,9935454.636,123979.7809,10000000,9725790,BENIGN
6,5669351,1,6,6,36,6,6,6,0,6,6,6,0,7.408255,1.234709,944891.8333,2298089.778,5635820,2,0,0,0,0,0,5650897,1130179.4,2518736.72,5635820,2,0,0,0,0,20,120,0.176387,1.058322,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857143,6,6,0,0,0,0,0,0,1,6,6,36,229,0,0,20,33531,0,33531,33531,5635820,0,5635820,5635820,BENIGN
6,298112,8,2,11601,26,4380,0,1450.125,1560.300377,20,6,13,9.899495,39002.12001,33.54444,33123.55556,93977.78411,283488,16,298112,42587.42857,106349.4974,283488,16,956,956,0,956,956,0,0,0,0,184,40,26.835552,6.708888,0,4380,1057,1468.855269,2157535.8,0,0,0,1,0,0,0,0,0,1162.7,1450.125,13,0,0,0,0,0,0,8,11601,2,26,8192,256,6,20,0,0,0,0,0,0,0,0,BENIGN
6,5256408,1,6,6,36,6,6,6,0,6,6,6,0,7.990247,1.331708,876068,2140221.313,5244774,1,0,0,0,0,0,5255918,1051183.6,2344289.453,5244774,1,0,0,0,0,20,120,0.190244,1.141464,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857143,6,6,0,0,0,0,0,0,1,6,6,36,229,0,0,20,11634,0,11634,11634,5244774,0,5244774,5244774,BENIGN
6,77277,6,2,11607,26,8675,0,1934.5,3502.238013,20,6,13,9.899495,150536.3821,103.523687,11039.57143,28826.10644,76410,6,77277,15455.4,34075.47018,76410,6,28,28,0,28,28,0,0,0,0,144,40,77.642766,25.880922,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN
6,8159006,1,7,6,42,6,6,6,0,6,6,6,0,5.88307,0.980512,1165572.286,3067845.267,8122768,3,0,0,0,0,0,8148777,1358129.5,3313993.353,8122768,3,0,0,0,0,20,140,0.122564,0.857948,6,6,6,0,0,0,0,0,0,1,1,0,0,7,6.75,6,6,0,0,0,0,0,0,1,6,7,42,229,0,0,20,36238,0,36238,36238,8122768,0,8122768,8122768,BENIGN
6,230,2,0,12,0,6,6,6,0,0,0,0,0,52173.91304,8695.652174,230,0,230,230,230,230,0,230,230,0,0,0,0,0,0,0,0,0,40,0,8695.652174,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,262,2,2,74,154,37,37,37,0,77,77,77,0,870229.0076,15267.17557,87.333333,144.337567,254,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,7633.587786,7633.587786,37,77,53,21.908902,480,0,0,0,0,0,0,0,0,1,66.25,37,77,0,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,57,1,1,0,0,0,0,0,0,0,0,0,0,0,35087.7193,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17543.85965,17543.85965,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,285,254,0,32,0,0,0,0,0,0,0,0,BENIGN
6,117472965,18,17,1412,4846,475,0,78.444444,120.58886,1430,0,285.058824,485.269316,53.271832,0.297941,3455087.206,13900000,58000000,3,117000000,6910174.412,19300000,58100000,50,117000000,7336207.313,19800000,58100000,3,0,0,0,0,372,352,0.153227,0.144714,0,1430,173.833333,355.338832,126265.6857,0,0,0,1,0,0,0,0,0,178.8,78.444444,285.058824,0,0,0,0,0,0,18,1412,17,4846,8192,368,17,20,652983.5,791336.6339,1212543,93424,58000000,6508.917921,58000000,58000000,BENIGN
6,1359846,1,5,6,30,6,6,6,0,6,6,6,0,26.473586,4.412264,271969.2,585749.4972,1319543,3,0,0,0,0,0,1352005,338001.25,654524.0666,1319543,3,0,0,0,0,20,100,0.735377,3.676887,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
17,183,2,2,92,124,46,46,46,0,62,62,62,0,1180327.869,21857.9235,61,64.83826,131,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,40,40,10928.96175,10928.96175,46,62,52.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,65.5,46,62,0,0,0,0,0,0,2,92,2,124,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,24381,1,1,6,6,6,6,6,0,6,6,6,0,492.186539,82.03109,24381,0,24381,24381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41.015545,41.015545,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,256,71,0,20,0,0,0,0,0,0,0,0,BENIGN
17,23461,1,1,52,68,52,52,52,0,68,68,68,0,5114.871489,85.247858,23461,0,23461,23461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.623929,42.623929,52,68,57.333333,9.237604,85.333333,0,0,0,0,0,0,0,0,1,86,52,68,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
6,1192291,1,6,6,36,6,6,6,0,6,6,6,0,35.2263,5.87105,198715.1667,472967.9423,1164069,3,0,0,0,0,0,1182127,236425.4,518611.4926,1164069,3,0,0,0,0,20,120,0.838721,5.032329,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857143,6,6,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
6,66790650,15,16,845,5929,463,0,56.333333,125.111189,1460,0,370.5625,583.702546,101.421382,0.464137,2226355,4048319.894,10100000,11,62000000,4430596.786,5030494.262,10100000,188,66800000,4451187.533,4873538.308,10100000,11,0,0,0,0,312,404,0.224582,0.239554,0,1460,211.6875,445.061245,198079.5121,0,0,0,1,0,0,0,0,1,218.516129,56.333333,370.5625,0,0,0,0,0,0,15,845,16,5929,8192,33,14,20,339451.8333,775935.2442,1923323,22512,9998607.333,79348.94876,10100000,9868717,BENIGN
6,1311609,1,6,6,36,6,6,6,0,6,6,6,0,32.021738,5.336956,218601.5,527080.6285,1294477,4,0,0,0,0,0,1302950,260590,577966.0285,1294477,4,0,0,0,0,20,120,0.762422,4.574534,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857143,6,6,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
17,197,2,2,62,94,31,31,31,0,47,47,47,0,791878.1726,20304.56853,65.666667,30.599564,101,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,40,40,10152.28426,10152.28426,31,47,37.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,46.75,31,47,0,0,0,0,0,0,2,62,2,94,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,250,2,2,64,258,32,32,32,0,129,129,129,0,1288000,16000,83.333333,104.576925,201,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,64,64,8000,8000,32,129,70.8,53.129088,2822.7,0,0,0,0,0,0,0,0,1,88.5,32,129,0,0,0,0,0,0,2,64,2,258,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,62,1,1,6,6,6,6,6,0,6,6,6,0,193548.3871,32258.06452,62,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16129.03226,16129.03226,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,351,258,0,20,0,0,0,0,0,0,0,0,BENIGN
