@relation 'DDoS'

@attribute ' Protocol' {0,6,17}
@attribute ' Flow Duration' numeric
@attribute ' Total Fwd Packets' numeric
@attribute ' Total Backward Packets' numeric
@attribute 'Total Length of Fwd Packets' numeric
@attribute ' Total Length of Bwd Packets' numeric
@attribute ' Fwd Packet Length Max' numeric
@attribute ' Fwd Packet Length Min' numeric
@attribute ' Fwd Packet Length Mean' numeric
@attribute ' Fwd Packet Length Std' numeric
@attribute 'Bwd Packet Length Max' numeric
@attribute ' Bwd Packet Length Min' numeric
@attribute ' Bwd Packet Length Mean' numeric
@attribute ' Bwd Packet Length Std' numeric
@attribute 'Flow Bytes/s' numeric
@attribute ' Flow Packets/s' numeric
@attribute ' Flow IAT Mean' numeric
@attribute ' Flow IAT Std' numeric
@attribute ' Flow IAT Max' numeric
@attribute ' Flow IAT Min' numeric
@attribute 'Fwd IAT Total' numeric
@attribute ' Fwd IAT Mean' numeric
@attribute ' Fwd IAT Std' numeric
@attribute ' Fwd IAT Max' numeric
@attribute ' Fwd IAT Min' numeric
@attribute 'Bwd IAT Total' numeric
@attribute ' Bwd IAT Mean' numeric
@attribute ' Bwd IAT Std' numeric
@attribute ' Bwd IAT Max' numeric
@attribute ' Bwd IAT Min' numeric
@attribute 'Fwd PSH Flags' numeric
@attribute ' Bwd PSH Flags' numeric
@attribute ' Fwd URG Flags' numeric
@attribute ' Bwd URG Flags' numeric
@attribute ' Fwd Header Length' numeric
@attribute ' Bwd Header Length' numeric
@attribute 'Fwd Packets/s' numeric
@attribute ' Bwd Packets/s' numeric
@attribute ' Min Packet Length' numeric
@attribute ' Max Packet Length' numeric
@attribute ' Packet Length Mean' numeric
@attribute ' Packet Length Std' numeric
@attribute ' Packet Length Variance' numeric
@attribute 'FIN Flag Count' numeric
@attribute ' SYN Flag Count' numeric
@attribute ' RST Flag Count' numeric
@attribute ' PSH Flag Count' numeric
@attribute ' ACK Flag Count' numeric
@attribute ' URG Flag Count' numeric
@attribute ' CWE Flag Count' numeric
@attribute ' ECE Flag Count' numeric
@attribute ' Down/Up Ratio' numeric
@attribute ' Average Packet Size' numeric
@attribute ' Avg Fwd Segment Size' numeric
@attribute ' Avg Bwd Segment Size' numeric
@attribute 'Fwd Avg Bytes/Bulk' numeric
@attribute ' Fwd Avg Packets/Bulk' numeric
@attribute ' Fwd Avg Bulk Rate' numeric
@attribute ' Bwd Avg Bytes/Bulk' numeric
@attribute ' Bwd Avg Packets/Bulk' numeric
@attribute 'Bwd Avg Bulk Rate' numeric
@attribute 'Subflow Fwd Packets' numeric
@attribute ' Subflow Fwd Bytes' numeric
@attribute ' Subflow Bwd Packets' numeric
@attribute ' Subflow Bwd Bytes' numeric
@attribute Init_Win_bytes_forward numeric
@attribute ' Init_Win_bytes_backward' numeric
@attribute ' act_data_pkt_fwd' numeric
@attribute ' min_seg_size_forward' numeric
@attribute 'Active Mean' numeric
@attribute ' Active Std' numeric
@attribute ' Active Max' numeric
@attribute ' Active Min' numeric
@attribute 'Idle Mean' numeric
@attribute ' Idle Std' numeric
@attribute ' Idle Max' numeric
@attribute ' Idle Min' numeric
@attribute ' Label' {BENIGN,DDoS}

@data
6,104039,2,1,12,6,6,6,6,0,6,6,6,0,173.012044,28.835341,52019.5,73541.22656,104021,18,104039,104039,0,104039,104039,0,0,0,0,0,0,0,0,0,40,20,19.22356,9.61178,6,6,6,0,0,0,0,0,0,1,1,0,0,0,8,6,6,0,0,0,0,0,0,2,12,1,6,138,252,1,20,0,0,0,0,0,0,0,0,BENIGN
17,177,2,2,46,46,23,23,23,0,23,23,23,0,519774.0113,22598.87006,59,100.458947,175,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11299.43503,11299.43503,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,6656439,1,5,6,30,6,6,6,0,6,6,6,0,5.408297,0.901383,1331287.8,2972535.873,6648720,246,0,0,0,0,0,6650532,1662633,3324058.024,6648720,246,0,0,0,0,20,100,0.15023,0.751152,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,7719,0,7719,7719,6648720,0,6648720,6648720,BENIGN
17,61416,1,1,51,159,51,51,51,0,159,159,159,0,3419.304416,32.564804,61416,0,61416,61416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16.282402,16.282402,51,159,87,62.353829,3888,0,0,0,0,0,0,0,0,1,130.5,51,159,0,0,0,0,0,0,1,51,1,159,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
6,9699968,3,0,0,0,0,0,0,0,0,0,0,0,0,0.309279,4849984,947487.7315,5519959,4180009,9699968,4849984,947487.7315,5519959,4180009,0,0,0,0,0,0,0,0,0,92,0,0.309279,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,4180009,0,4180009,4180009,5519959,0,5519959,5519959,BENIGN
6,255337,2,0,12,0,6,6,6,0,0,0,0,0,46.996714,7.832786,255337,0,255337,255337,255337,255337,0,255337,255337,0,0,0,0,0,0,0,0,0,40,0,7.832786,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,360,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,5770167,13,11,1305,5749,492,0,100.384615,160.359252,1460,0,522.636364,623.280558,1222.494947,4.159325,250876.8261,1036783.206,4999800,1,770364,64197,66828.42525,173704,1,5654081,565408.1,1561020.313,5000036,3,0,0,0,0,284,228,2.252968,1.906357,0,1460,282.16,471.6394,222443.7233,0,0,0,1,0,0,0,0,0,293.916667,100.384615,522.636364,0,0,0,0,0,0,13,1305,11,5749,65535,148,12,20,0,0,0,0,0,0,0,0,BENIGN
6,5296140,6,4,319,159,225,0,53.166667,86.369941,145,2,39.75,70.191999,90.254412,1.888168,588460,1646566.025,4977485,48,5296140,1059228,2260005.003,5101359,48,231941,77313.66667,68405.43827,130256,77,0,0,0,0,132,84,1.132901,0.755267,0,225,43.454545,73.884185,5458.872727,0,0,0,1,0,0,0,0,0,47.8,53.166667,39.75,0,0,0,0,0,0,6,319,4,159,8192,30016,5,20,0,0,0,0,0,0,0,0,BENIGN
6,24056,1,1,6,6,6,6,6,0,6,6,6,0,498.836049,83.139342,24056,0,24056,24056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41.569671,41.569671,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,256,980,0,20,0,0,0,0,0,0,0,0,BENIGN
6,249878,6,2,11607,26,7215,0,1934.5,3123.682298,20,6,13,9.899495,46554.7187,32.015624,35696.85714,94046.95644,248975,3,249878,49975.6,111244.3933,248975,4,3,3,0,3,3,0,0,0,0,144,40,24.011718,8.003906,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN
17,46897,4,2,124,254,31,31,31,0,127,127,127,0,8060.217071,127.939954,9379.4,13874.38751,30881,3,30887,10295.66667,17827.42161,30881,3,3,3,0,3,3,0,0,0,0,80,40,85.293302,42.646651,31,127,58.428571,46.843204,2194.285714,0,0,0,0,0,0,0,0,0,68.166667,31,127,0,0,0,0,0,0,4,124,2,254,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
17,143,2,2,64,96,32,32,32,0,48,48,48,0,1118881.119,27972.02797,47.666667,77.364936,137,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13986.01399,13986.01399,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48,32,48,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,675,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
6,5908758,6,4,611,164,517,0,101.833333,204.305082,152,0,41,74.054034,131.161236,1.692403,656528.6667,1928899.328,5800016,3,5908758,1181751.6,2614638.222,5858902,3,89280,29760,32970.39373,66457,2634,0,0,0,0,132,92,1.015442,0.676961,0,517,70.454545,154.756818,23949.67273,0,0,0,1,0,0,0,0,0,77.5,101.833333,41,0,0,0,0,0,0,6,611,4,164,8192,30,5,20,108739,0,108739,108739,5800016,0,5800016,5800016,BENIGN
6,4651403,5,1,135,46,46,6,27,20.124612,46,46,46,0,38.91299,1.289933,930280.6,2022783.454,4548523,49,4651403,1162850.75,2257507.464,4548523,49,0,0,0,0,0,1,0,0,0,100,20,1.074944,0.214989,6,46,32.428571,18.8667,355.952381,0,1,0,0,1,0,0,0,0,37.833333,27,46,0,0,0,0,0,0,5,135,1,46,256,351,4,20,0,0,0,0,0,0,0,0,BENIGN
17,148,2,2,62,190,31,31,31,0,95,95,95,0,1702702.703,27027.02703,49.333333,82.851272,145,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,64,40,13513.51351,13513.51351,31,95,56.6,35.054244,1228.8,0,0,0,0,0,0,0,0,1,70.75,31,95,0,0,0,0,0,0,2,62,2,190,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,119527967,48,24,9162,7438,404,0,190.875,199.415809,316,243,309.916667,20.610079,138.879631,0.602369,1683492.493,4512898.209,16500000,1,120000000,2543148.234,5362682.276,16500000,1,120000000,5196853.217,6761458.167,16500000,3,1,0,0,0,1536,768,0.40158,0.20079,0,404,232.917808,172.194476,29650.9376,0,1,0,0,1,0,0,0,0,236.152778,190.875,309.916667,0,0,0,0,0,0,48,9162,24,7438,1444,2081,23,32,1095751.875,2131749.472,5609449,340,13800000,3071104.532,16500000,8107250,BENIGN
6,1886037,6,2,11607,26,8760,0,1934.5,3530.471796,20,6,13,9.899495,6167.959589,4.241698,269433.8571,712507.9607,1885250,12,1886037,377207.4,843021.4635,1885250,12,49,49,0,49,49,0,0,0,0,144,40,3.181274,1.060425,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN
6,70,1,3,6,18,6,6,6,0,6,6,6,0,342857.1429,57142.85714,23.333333,24.172988,49,1,0,0,0,0,0,50,25,33.941125,49,1,0,0,0,0,20,60,14285.71429,42857.14286,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,0,0,0,0,0,0,1,6,3,18,229,255,0,20,0,0,0,0,0,0,0,0,BENIGN
17,23986,1,1,42,86,42,42,42,0,86,86,86,0,5336.44626,83.381973,23986,0,23986,23986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,41.690986,41.690986,42,86,56.666667,25.403412,645.333333,0,0,0,0,0,0,0,0,1,85,42,86,0,0,0,0,0,0,1,42,1,86,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
6,4263067,5,2,129,92,46,0,25.8,21.799083,46,46,46,0,51.840611,1.64201,710511.1667,1668652.475,4115490,3,4263067,1065766.75,2034320.465,4115490,3,111702,111702,0,111702,111702,1,0,0,0,112,40,1.172865,0.469146,0,46,33.375,19.515104,380.839286,0,1,0,0,1,0,0,0,0,38.142857,25.8,46,0,0,0,0,0,0,5,129,2,92,258,123,3,20,0,0,0,0,0,0,0,0,BENIGN
17,149,2,2,88,120,44,44,44,0,60,60,60,0,1395973.154,26845.63758,49.666667,47.521925,98,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,13422.81879,13422.81879,44,60,50.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,63,44,60,0,0,0,0,0,0,2,88,2,120,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,1175395,9,11,703,3950,267,0,78.111111,103.30228,1448,0,359.090909,569.91832,3958.669213,17.015556,61862.89474,107029.5623,458652,3,1062915,132864.375,184079.4398,553846,226,1080225,108022.5,139120.5392,458652,3,0,0,0,0,296,360,7.657,9.358556,0,1448,221.571429,434.499088,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.111111,359.090909,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0,0,0,0,0,0,0,0,BENIGN
17,256,2,2,64,258,32,32,32,0,129,129,129,0,1257812.5,15625,85.333333,146.069618,254,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,40,7812.5,7812.5,32,129,70.8,53.129088,2822.7,0,0,0,0,0,0,0,0,1,88.5,32,129,0,0,0,0,0,0,2,64,2,258,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,15,1,1,6,6,6,6,6,0,6,6,6,0,800000,133333.3333,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,66666.66667,66666.66667,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,351,258,0,20,0,0,0,0,0,0,0,0,BENIGN
17,23804,4,2,168,310,42,42,42,0,155,155,155,0,20080.65871,252.058478,4760.8,8434.358464,19486,3,19493,6497.666667,11248.22663,19486,3,48,48,0,48,48,0,0,0,0,128,40,168.038985,84.019493,42,155,74.285714,55.138354,3040.238095,0,0,0,0,0,0,0,0,0,86.666667,42,155,0,0,0,0,0,0,4,168,2,310,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
6,10704963,1,5,6,30,6,6,6,0,6,6,6,0,3.362926,0.560488,2140992.6,4768162.69,10700000,48,0,0,0,0,0,10700000,2671940.75,5332397.304,10700000,48,0,0,0,0,20,100,0.093415,0.467073,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,34434,0,34434,34434,10700000,0,10700000,10700000,BENIGN
17,23454,1,1,47,108,47,47,47,0,108,108,108,0,6608.680822,85.273301,23454,0,23454,23454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,42.63665,42.63665,47,108,67.333333,35.218366,1240.333333,0,0,0,0,0,0,0,0,1,101,47,108,0,0,0,0,0,0,1,47,1,108,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
17,188,2,2,64,204,32,32,32,0,102,102,102,0,1425531.915,21276.59574,62.666667,102.480892,181,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,10638.29787,10638.29787,32,102,60,38.340579,1470,0,0,0,0,0,0,0,0,1,75,32,102,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,218,2,2,64,204,32,32,32,0,102,102,102,0,1229357.798,18348.62385,72.666667,42.72392,122,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,80,80,9174.311927,9174.311927,32,102,60,38.340579,1470,0,0,0,0,0,0,0,0,1,75,32,102,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
6,133,1,1,6,6,6,6,6,0,6,6,6,0,90225.56391,15037.59398,133,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7518.796992,7518.796992,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,60,255,0,20,0,0,0,0,0,0,0,0,BENIGN
6,5289688,8,5,372,4993,191,0,46.5,71.876879,1815,0,998.6,812.092852,1014.237513,2.457612,440807.3333,1472383.348,5115866,3,5289688,755669.7143,1922861.472,5115866,3,99320,24830,28902.13799,55300,50,0,0,0,0,172,112,1.512377,0.945235,0,1815,383.214286,657.589208,432423.5659,0,0,0,1,0,0,0,0,0,412.692308,46.5,998.6,0,0,0,0,0,0,8,372,5,4993,8192,60,7,20,173819,0,173819,173819,5115866,0,5115866,5115866,BENIGN
6,2907747,1,7,6,42,6,6,6,0,6,6,6,0,16.507626,2.751271,415392.4286,1088705.599,2884320,3,0,0,0,0,0,2897935,482989.1667,1176415.563,2884320,3,0,0,0,0,20,140,0.343909,2.407362,6,6,6,0,0,0,0,0,0,1,1,0,0,7,6.75,6,6,0,0,0,0,0,0,1,6,7,42,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
17,1001580,26,0,1274,0,49,49,49,0,0,0,0,0,1271.990255,25.958985,40063.2,200309.125,1001547,1,1001580,40063.2,200309.125,1001547,1,0,0,0,0,0,0,0,0,0,832,0,25.958985,0,49,49,49,0,0,0,0,0,0,0,0,0,0,0,50.884615,49,0,0,0,0,0,0,0,26,1274,0,0,-1,-1,25,32,0,0,0,0,0,0,0,0,BENIGN
17,60884,2,2,48,160,24,24,24,0,80,80,80,0,3416.332698,65.698706,20294.66667,35146.19764,60878,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,32.849353,32.849353,24,80,46.4,30.672463,940.8,0,0,0,0,0,0,0,0,1,58,24,80,0,0,0,0,0,0,2,48,2,160,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,1693261,6,2,11607,26,10135,0,1934.5,4059.461922,20,6,13,9.899495,6870.17536,4.724611,241894.4286,639585.9628,1692339,3,1693261,338652.2,756733.9745,1692339,3,85,85,0,85,85,0,0,0,0,144,40,3.543458,1.181153,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN
6,5516740,3,1,0,0,0,0,0,0,0,0,0,0,0,0.725066,1838913.333,3141269.36,5466021,48,5516740,2758370,3829196.766,5466021,50719,0,0,0,0,0,0,0,0,0,104,40,0.543799,0.181266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,26847,0,32,0,0,0,0,0,0,0,0,BENIGN
6,81822635,6,9,11613,62,10135,0,1935.5,4058.890772,20,0,6.888889,5.301991,142.686678,0.183323,5844473.929,21300000,79900000,0,81800000,16400000,36300000,81400000,5,81400000,10200000,28200000,79900000,0,0,0,0,0,132,192,0.073329,0.109994,0,10135,730.0625,2534.071308,6421517.396,0,0,0,0,1,1,0,0,1,778.733333,1935.5,6.888889,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,1511886,0,1511886,1511886,79900000,0,79900000,79900000,BENIGN
6,63,2,1,31,6,31,0,15.5,21.92031,6,6,6,0,587301.5873,47619.04762,31.5,40.305087,60,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,20,31746.03175,15873.01587,0,31,17,16.350331,267.333333,0,1,0,0,1,0,0,0,0,22.666667,15.5,6,0,0,0,0,0,0,2,31,1,6,1334,0,0,32,0,0,0,0,0,0,0,0,BENIGN
6,7256247,1,6,1375,30,1375,1375,1375,0,6,0,5,2.44949,193.626264,0.964686,1209374.5,2952818.871,7236783,1,0,0,0,0,0,7254840,1450968,3234372.962,7236783,1,1,0,0,0,20,132,0.137812,0.826874,0,1375,347.5,634.190147,402197.1429,0,1,0,0,1,1,0,0,6,397.142857,1375,5,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,19464,0,19464,19464,7236783,0,7236783,7236783,BENIGN
17,95437,4,2,196,328,49,49,49,0,164,164,164,0,5490.533022,62.868699,19087.4,31234.50135,71931,3,23458,7819.333333,13537.42045,23451,3,48,48,0,48,48,0,0,0,0,80,40,41.912466,20.956233,49,164,81.857143,56.114254,3148.809524,0,0,0,0,0,0,0,0,0,95.5,49,164,0,0,0,0,0,0,4,196,2,328,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
6,15217590,3,2,18,12,6,6,6,0,6,6,6,0,1.971403,0.328567,3804397.5,4785931.903,10000000,34789,15200000,7608795,3446834.431,10000000,5171515,10000000,10000000,0,10000000,10000000,0,0,0,0,60,40,0.19714,0.131427,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,6,0,0,0,0,0,0,3,18,2,12,62829,6091,2,20,35041,0,35041,35041,10000000,0,10000000,10000000,BENIGN
